Country,Entry ID,Mutiple Phase,Capacity (MW),Installation Type,Cancelled,Start year,Owner,Estimated Project Cost (GBP),Annual Wind Speed (m/s),Distance to Shore For Offshore (km),Ocean Depth For Offshore (m),Inflation in Project Country (HCPI),Energy Inflation in Project Country (EPI),Country GDP Growth Rate,Government Debt as Percentage of GDP,Country Credit Rating,Project Description
United Kingdom,5161,0,12,Onshore,0,2013,ScottishPower Renewables,16308000,7.233333333,,,2.291663408,2.352421284,1.799921494,85.31606,20,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in United Kingdom. It is a single phase project beginning in 2013, with a cost of 16308000.0 GBP and is owned by ScottishPower Renewables. The project is onshore, and the average annual wind speed is 7.233 m/s. United Kingdom has a credit rating of 20/21, with a GDP growth of 1.800% and 85.316% of its GDP in debt. The inflation rate is 2.292 and the energy inflation rate is 2.352."
Spain,3798,0,18,Onshore,0,2008,Iberdrola,24462000,5.623333333,,,4.07565403,6.641723633,0.767165775,39.6088,21,"Evaluate the probability of success for a 18.0 MW Onshore wind farm in Spain. It is a single phase project beginning in 2008, with a cost of 24462000.0 GBP and is owned by Iberdrola. The project is onshore, and the average annual wind speed is 5.623 m/s. Spain has a credit rating of 21/21, with a GDP growth of 0.767% and 39.609% of its GDP in debt. The inflation rate is 4.076 and the energy inflation rate is 6.642."
France,3930,0,17,Onshore,0,2020,EDF,23103000,6.603333333,,,0.476498853,-0.206244222,-7.44064593,114.853,20,"Evaluate the probability of success for a 17.0 MW Onshore wind farm in France. It is a single phase project beginning in 2020, with a cost of 23103000.0 GBP and is owned by EDF. The project is onshore, and the average annual wind speed is 6.603 m/s. France has a credit rating of 20/21, with a GDP growth of -7.441% and 114.853% of its GDP in debt. The inflation rate is 0.476 and the energy inflation rate is -0.206."
Netherlands,106,0,349,Offshore hard mount,1,2009,Orsted,949593518.3,8.346666667,51.7,22.84,1.189783454,1.801511645,-3.665290445,56.28978,21,"Evaluate the probability of success for a 349.0 MW Offshore hard mount wind farm in Netherlands. It is a single phase project beginning in 2009, with a cost of 949593518.3 GBP and is owned by Orsted. The project is 51.7 km from shore at a depth of 22.84 meters, and the average annual wind speed is 8.347 m/s. Netherlands has a credit rating of 21/21, with a GDP growth of -3.665% and 56.290% of its GDP in debt. The inflation rate is 1.190 and the energy inflation rate is 1.802."
United Kingdom,5844,1,10,Onshore,1,2015,ScottishPower Renewables,13590000,7.44,,,0.40160796,1.249046922,2.222888449,87.86669,21,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in United Kingdom. It is a multi phase project beginning in 2015, with a cost of 13590000.0 GBP and is owned by ScottishPower Renewables. The project is onshore, and the average annual wind speed is 7.440 m/s. United Kingdom has a credit rating of 21/21, with a GDP growth of 2.223% and 87.867% of its GDP in debt. The inflation rate is 0.402 and the energy inflation rate is 1.249."
Finland,3231,0,21,Onshore,0,2013,Ilmatar,28539000,4.816666667,,,1.478294015,0.339855283,-0.979741028,59.86275,21,"Evaluate the probability of success for a 21.0 MW Onshore wind farm in Finland. It is a single phase project beginning in 2013, with a cost of 28539000.0 GBP and is owned by Ilmatar. The project is onshore, and the average annual wind speed is 4.817 m/s. Finland has a credit rating of 21/21, with a GDP growth of -0.980% and 59.863% of its GDP in debt. The inflation rate is 1.478 and the energy inflation rate is 0.340."
Croatia,1379,1,42,Onshore,0,2015,EnerCap; Crescent Capital Group LP,57078000,5.506666667,,,-0.46123451,-5.9,2.323175158,82.76101,10,"Evaluate the probability of success for a 42.0 MW Onshore wind farm in Croatia. It is a multi phase project beginning in 2015, with a cost of 57078000.0 GBP and is owned by EnerCap and  Crescent Capital Group LP. The project is onshore, and the average annual wind speed is 5.507 m/s. Croatia has a credit rating of 10/21, with a GDP growth of 2.323% and 82.761% of its GDP in debt. The inflation rate is -0.461 and the energy inflation rate is -5.900."
Spain,1089,0,49,Onshore,0,2003,Iberdrola,66591000,5.813333333,,,3.039239645,2.886516333,2.939289664,47.68695,20,"Evaluate the probability of success for a 49.0 MW Onshore wind farm in Spain. It is a single phase project beginning in 2003, with a cost of 66591000.0 GBP and is owned by Iberdrola. The project is onshore, and the average annual wind speed is 5.813 m/s. Spain has a credit rating of 20/21, with a GDP growth of 2.939% and 47.687% of its GDP in debt. The inflation rate is 3.039 and the energy inflation rate is 2.887."
Germany,3714,0,18,Onshore,0,2016,Windkraft Schonach GMBH; E-Werk Mittelbaden AG & CO KG,24462000,4.636666667,,,0.491744995,0,2.294710677,67.63065,21,"Evaluate the probability of success for a 18.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2016, with a cost of 24462000.0 GBP and is owned by Windkraft Schonach GMBH and  E-Werk Mittelbaden AG & CO KG. The project is onshore, and the average annual wind speed is 4.637 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.295% and 67.631% of its GDP in debt. The inflation rate is 0.492 and the energy inflation rate is 0.000."
Germany,5214,0,12,Onshore,0,2012,Ostwind,16308000,5.803333333,,,2.008486986,2.23366785,0.474291306,79.15729,21,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2012, with a cost of 16308000.0 GBP and is owned by Ostwind. The project is onshore, and the average annual wind speed is 5.803 m/s. Germany has a credit rating of 21/21, with a GDP growth of 0.474% and 79.157% of its GDP in debt. The inflation rate is 2.008 and the energy inflation rate is 2.234."
Germany,5806,0,10,Onshore,0,2017,Denker & Wulf AG,13590000,5.896666667,,,1.711,1.241764545,2.716024519,63.95238,21,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2017, with a cost of 13590000.0 GBP and is owned by Denker & Wulf AG. The project is onshore, and the average annual wind speed is 5.897 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.716% and 63.952% of its GDP in debt. The inflation rate is 1.711 and the energy inflation rate is 1.242."
Germany,4841,0,13,Onshore,0,2017,CEE,17667000,6.67,,,1.711,1.241764545,2.716024519,63.95238,21,"Evaluate the probability of success for a 13.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2017, with a cost of 17667000.0 GBP and is owned by CEE. The project is onshore, and the average annual wind speed is 6.670 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.716% and 63.952% of its GDP in debt. The inflation rate is 1.711 and the energy inflation rate is 1.242."
Finland,293,0,142.6,Onshore,0,2023,Ilmatar,193793400,4.45,,,6.250643222,-1.180894007,-1.163962815,77.02499,20,"Evaluate the probability of success for a 142.6 MW Onshore wind farm in Finland. It is a single phase project beginning in 2023, with a cost of 193793400.0 GBP and is owned by Ilmatar. The project is onshore, and the average annual wind speed is 4.450 m/s. Finland has a credit rating of 20/21, with a GDP growth of -1.164% and 77.025% of its GDP in debt. The inflation rate is 6.251 and the energy inflation rate is -1.181."
Belgium,4888,0,13,Onshore,0,2004,Elicio,17667000,7.6,,,2.09728384,3.139665365,3.571206808,97.16967,20,"Evaluate the probability of success for a 13.0 MW Onshore wind farm in Belgium. It is a single phase project beginning in 2004, with a cost of 17667000.0 GBP and is owned by Elicio. The project is onshore, and the average annual wind speed is 7.600 m/s. Belgium has a credit rating of 20/21, with a GDP growth of 3.571% and 97.170% of its GDP in debt. The inflation rate is 2.097 and the energy inflation rate is 3.140."
Poland,2248,0,30,Onshore,0,2012,RWE AG,40770000,6.08,,,3.560366631,5.809867859,1.511781676,54.78408,15,"Evaluate the probability of success for a 30.0 MW Onshore wind farm in Poland. It is a single phase project beginning in 2012, with a cost of 40770000.0 GBP and is owned by RWE AG. The project is onshore, and the average annual wind speed is 6.080 m/s. Poland has a credit rating of 15/21, with a GDP growth of 1.512% and 54.784% of its GDP in debt. The inflation rate is 3.560 and the energy inflation rate is 5.810."
Spain,3447,1,20,Onshore,0,2008,Enel; Elawan Energy SL,27180000,4.67,,,4.07565403,6.641723633,0.767165775,39.6088,21,"Evaluate the probability of success for a 20.0 MW Onshore wind farm in Spain. It is a multi phase project beginning in 2008, with a cost of 27180000.0 GBP and is owned by Enel and  Elawan Energy SL. The project is onshore, and the average annual wind speed is 4.670 m/s. Spain has a credit rating of 21/21, with a GDP growth of 0.767% and 39.609% of its GDP in debt. The inflation rate is 4.076 and the energy inflation rate is 6.642."
France,4918,1,13,Onshore,0,2020,Ostwind,17667000,6.463333333,,,0.476498853,-0.206244222,-7.44064593,114.853,20,"Evaluate the probability of success for a 13.0 MW Onshore wind farm in France. It is a multi phase project beginning in 2020, with a cost of 17667000.0 GBP and is owned by Ostwind. The project is onshore, and the average annual wind speed is 6.463 m/s. France has a credit rating of 20/21, with a GDP growth of -7.441% and 114.853% of its GDP in debt. The inflation rate is 0.476 and the energy inflation rate is -0.206."
Spain,3514,1,20,Onshore,0,2001,Acciona,27180000,4.976666667,,,3.589828014,3.382987976,3.919088791,54.05223,21,"Evaluate the probability of success for a 20.0 MW Onshore wind farm in Spain. It is a multi phase project beginning in 2001, with a cost of 27180000.0 GBP and is owned by Acciona. The project is onshore, and the average annual wind speed is 4.977 m/s. Spain has a credit rating of 21/21, with a GDP growth of 3.919% and 54.052% of its GDP in debt. The inflation rate is 3.590 and the energy inflation rate is 3.383."
Germany,1941,0,33,Onshore,0,2014,Energiekontor,44847000,7.2,,,0.90679872,0.845330298,2.169498929,73.82303,21,"Evaluate the probability of success for a 33.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2014, with a cost of 44847000.0 GBP and is owned by Energiekontor. The project is onshore, and the average annual wind speed is 7.200 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.169% and 73.823% of its GDP in debt. The inflation rate is 0.907 and the energy inflation rate is 0.845."
Ukraine,2662,1,25,Onshore,0,2014,Wind Parks of Ukraine LLC,33975000,6.723333333,,,12.14751339,9.026567459,-10.07889499,70.31687,3,"Evaluate the probability of success for a 25.0 MW Onshore wind farm in Ukraine. It is a multi phase project beginning in 2014, with a cost of 33975000.0 GBP and is owned by Wind Parks of Ukraine LLC. The project is onshore, and the average annual wind speed is 6.723 m/s. Ukraine has a credit rating of 3/21, with a GDP growth of -10.079% and 70.317% of its GDP in debt. The inflation rate is 12.148 and the energy inflation rate is 9.027."
Sweden,366,0,113,Onshore,0,2021,Enlight Renewable Energy,153567000,4.226666667,,,2.163197,16.98293,5.937508573,36.83366,21,"Evaluate the probability of success for a 113.0 MW Onshore wind farm in Sweden. It is a single phase project beginning in 2021, with a cost of 153567000.0 GBP and is owned by Enlight Renewable Energy. The project is onshore, and the average annual wind speed is 4.227 m/s. Sweden has a credit rating of 21/21, with a GDP growth of 5.938% and 36.834% of its GDP in debt. The inflation rate is 2.163 and the energy inflation rate is 16.983."
Spain,1263,1,45,Onshore,0,2006,Enel,61155000,4.656666667,,,3.515373945,6.521553516,4.043435207,39.01906,21,"Evaluate the probability of success for a 45.0 MW Onshore wind farm in Spain. It is a multi phase project beginning in 2006, with a cost of 61155000.0 GBP and is owned by Enel. The project is onshore, and the average annual wind speed is 4.657 m/s. Spain has a credit rating of 21/21, with a GDP growth of 4.043% and 39.019% of its GDP in debt. The inflation rate is 3.515 and the energy inflation rate is 6.522."
Norway,1142,0,48,Onshore,1,2010,Statkraft AS,65232000,5.553333333,,,2.418909788,5.216736317,0.787051845,42.9516,21,"Evaluate the probability of success for a 48.0 MW Onshore wind farm in Norway. It is a single phase project beginning in 2010, with a cost of 65232000.0 GBP and is owned by Statkraft AS. The project is onshore, and the average annual wind speed is 5.553 m/s. Norway has a credit rating of 21/21, with a GDP growth of 0.787% and 42.952% of its GDP in debt. The inflation rate is 2.419 and the energy inflation rate is 5.217."
France,6037,0,10,Onshore,0,2008,EDP,13590000,7.393333333,,,2.812865257,4.735337734,0.380171426,69.73569,21,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in France. It is a single phase project beginning in 2008, with a cost of 13590000.0 GBP and is owned by EDP. The project is onshore, and the average annual wind speed is 7.393 m/s. France has a credit rating of 21/21, with a GDP growth of 0.380% and 69.736% of its GDP in debt. The inflation rate is 2.813 and the energy inflation rate is 4.735."
Germany,4678,1,14,Onshore,0,2007,DunoAir,19026000,6.233333333,,,2.298336029,1.922888994,2.89010719,63.08144,21,"Evaluate the probability of success for a 14.0 MW Onshore wind farm in Germany. It is a multi phase project beginning in 2007, with a cost of 19026000.0 GBP and is owned by DunoAir. The project is onshore, and the average annual wind speed is 6.233 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.890% and 63.081% of its GDP in debt. The inflation rate is 2.298 and the energy inflation rate is 1.923."
Austria,4696,1,14,Onshore,0,2005,EVN,19026000,6.156666667,,,2.299131632,5.429999828,2.320365267,68.64233,21,"Evaluate the probability of success for a 14.0 MW Onshore wind farm in Austria. It is a multi phase project beginning in 2005, with a cost of 19026000.0 GBP and is owned by EVN. The project is onshore, and the average annual wind speed is 6.157 m/s. Austria has a credit rating of 21/21, with a GDP growth of 2.320% and 68.642% of its GDP in debt. The inflation rate is 2.299 and the energy inflation rate is 5.430."
