Country,Entry ID,Mutiple Phase,Capacity (MW),Installation Type,Cancelled,Start year,Owner,Estimated Project Cost (GBP),Annual Wind Speed (m/s),Distance to Shore For Offshore (km),Ocean Depth For Offshore (m),Inflation in Project Country (HCPI),Energy Inflation in Project Country (EPI),Country GDP Growth Rate,Government Debt as Percentage of GDP,Country Credit Rating
Lithuania,895,0,50,Onshore,0,2023,Taaleri SolarWind II fund ; Atsinaujinan_ios Energetikos Investicijos,67950000,4.24,,,9.117319624,0.169712974,0.342262552,38.28958,16
France,5029,0,12,Onshore,0,2017,Total Quadran,16308000,6.326666667,,,1.163,1.601827264,2.083614851,98.48331,19
Belgium,5516,0,12,Onshore,0,-,Engie,16308000,6.962173913,,,,,,,
France,2956,0,23,Onshore,0,2012,EDF,31257000,6.193333333,,,1.954202652,3.398922443,0.183835271,91.71756,20
Norway,709,0,63,Onshore,0,2020,Luxcara GMBH,85617000,7.336666667,,,1.286584907,-3.487698987,-1.278171785,46.1091,21
Spain,918,0,50,Onshore,0,2021,Grupo SAMCA,67950000,6.096666667,,,3.093135,21.23588,6.683144185,115.5939,16
Spain,2755,0,24,Onshore,0,2019,Greenalia SA,32616000,6.826666667,,,0.699999988,-1.237797976,1.961178532,97.57882,16
Estonia,287,0,144,Offshore hard mount,1,2020,Sunly Energy,386008536,8.516666667,15.67,43.89,-0.444531098,-3.722360805,-2.883810041,18.28885,18
Germany,5872,0,10,Onshore,1,2014,EnBW,13590000,5.4,,,0.90679872,0.845330298,2.169498929,73.82303,21
Poland,1919,0,33,Onshore,0,2021,RWE AG,44847000,6.423333333,,,5.1,12.14167,6.927182661,53.62216,15
Denmark,1994,0,32,Onshore,0,2018,European Energy A/S,43488000,7.546666667,,,0.81,1.175891161,1.860007489,34.14801,21
France,5404,0,12,Onshore,0,2006,Enerfrance,16308000,6.37,,,1.675130725,4.659837723,2.714064518,65.32475,21
Denmark,1797,0,35,Onshore,0,2016,European Energy A/S,47565000,8.046666667,,,0.25,0.808334351,3.073045475,37.30431,21
Germany,2037,1,32,Onshore,0,2007,WPD,43488000,6.386666667,,,2.298336029,1.922888994,2.89010719,63.08144,21
United Kingdom,2269,1,29.9,Onshore,0,2015,Greencoat,40634100,9.353333333,,,0.40160796,1.249046922,2.222888449,87.86669,21
United Kingdom,1685,0,36.8,Onshore,0,2008,Scottish and Southern Energy (SSE),50011200,7.316666667,,,3.481384993,4.696794987,-0.248797298,50.82737,21
Spain,2902,1,24,Onshore,0,-,URIEL Renewables INC; Enel,32616000,4.573478261,,,,,,,
Germany,3862,1,18,Onshore,0,2000,GLS Beteiligung AG,24462000,7.073333333,,,1.44027102,2.786129236,2.877245948,58.7667,21
France,5347,1,12,Onshore,0,2008,Enertrag LTD,16308000,6.576666667,,,2.812865257,4.735337734,0.380171426,69.73569,21
Spain,3842,1,18,Onshore,0,2003,Siemens ; Enel,24462000,5.176666667,,,3.039239645,2.886516333,2.939289664,47.68695,20
Portugal,361,1,115,Onshore,0,2013,EDP,156285000,4.81,,,0.27442205,2.149289131,-0.984106758,131.4297,9
Belgium,2364,0,28,Onshore,0,2015,EDF,38052000,6.82,,,0.561430633,0.399857312,1.474164386,105.2304,20
Ireland,1660,0,37,Onshore,0,2020,GLIL Infrastructure,50283000,8.496666667,,,-0.334584625,-1.032326125,7.157898831,57.00719,17
Spain,994,1,50,Onshore,0,2006,Iberdrola,67950000,4.07,,,3.515373945,6.521553516,4.043435207,39.01906,21
Germany,63,0,450,Offshore hard mount,0,2019,Gulf Energy Development PCL ; Orsted ; Keppel Infrastructure Trust (KIT) ; Keppel CORP,1208422350,8.95,38.94,26.46,1.345999956,1.315006018,0.987893349,58.55613,21
Germany,47,0,581,Offshore hard mount,1,2008,WPD,1751103110,9.346666667,135.43,40.01,2.628387928,3.424206972,0.910403196,64.5862,21
France,6001,0,10,Onshore,0,2009,CNR,13590000,6.533333333,,,0.087618731,-0.113706842,-2.824551503,84.03127,21
France,3906,0,17.1,Onshore,0,2016,TTR Energy,23238900,6.393333333,,,0.183335871,-0.11499691,0.860031082,98.02478,19
United Kingdom,4601,1,14,Onshore,1,2013,ScottishPower Renewables,19026000,7.496666667,,,2.291663408,2.352421284,1.799921494,85.31606,20
Ireland,4349,0,15,Onshore,0,2013,Union Investment,20385000,7.54,,,0.508711576,0.674348593,2.192175744,117.4944,11
Spain,2740,1,24,Onshore,0,2022,Acciona ; Med Wind,32616000,4.785,,,8.390576,29.4164652,6.179312226,109.4039,16
Ukraine,570,1,78,Onshore,0,2023,DTEK,106002000,6.19,,,12.84902228,9.908422232,5.324335374,82.32898,4
Norway,5747,0,10,Onshore,1,2018,Havgul Nordic AS,13590000,5.053333333,,,2.76,5.010062695,0.828900664,39.40632,21
Ireland,2043,1,32,Onshore,0,2005,Gaelectric Developments Ltd,43488000,8.233333333,,,2.42969203,10.41954708,5.739782353,26.05387,21
Germany,4583,0,14,Onshore,0,2015,ABO Wind,19026000,5.596666667,,,0.514420152,-0.414969653,1.652719772,70.55988,21
Norway,173,0,250,Onshore,1,2014,RWE,339750000,5.076666667,,,2.041705608,1.291266203,2.048131999,29.66098,21
Germany,4222,1,16,Onshore,0,2003,Energiequelle GmbH,21744000,6.69,,,1.034225345,1.510221601,-0.529928994,62.70924,21
Bosnia and Herzegovina,1143,0,48,Onshore,1,2010,JP Elektroprivreda BiH,65232000,3.293333333,,,2.207582951,2.483095407,0.86566926,42.23621,8
Finland,2769,0,24,Onshore,0,2016,Taaleri Energia Funds Management OY,32616000,4.606666667,,,0.356684387,0.551684678,2.571934232,68.59111,20
Germany,798,1,56,Onshore,0,2016,CPC Germania GmbH & Co KG,76104000,6.51,,,0.491744995,0,2.294710677,67.63065,21
Spain,1220,0,46,Onshore,0,2004,Acciona,62514000,3.93,,,3.039197922,3.496448517,3.114531452,45.3327,21
Germany,4659,1,14,Onshore,0,2009,Q-Energy Group,19026000,7.17,,,0.312738299,0.419552684,-5.545164538,71.71568,21
Germany,3517,0,20,Onshore,0,2001,EFI Wind GMBH,27180000,7.496666667,,,1.983850956,2.450403214,1.636541013,57.58368,21
Spain,2324,0,29,Onshore,0,2010,Exus Partners; ASR Wind SL,39411000,4.66,,,1.799884915,3.527857542,0.094122317,60.26603,20
France,5085,0,12,Onshore,0,2015,Renewable Energy Systems (RES),16308000,5.053333333,,,0.037512854,0.410003603,1.066754735,97.07373,19
Poland,4319,1,15,Onshore,0,2015,Momentum Infra 1 GmbH; Winergy Orla Wind LTD; Eurwatt SC; Nordex,20385000,6.436666667,,,-0.874127567,0.702593625,4.431767003,51.34457,16
France,5405,0,12,Onshore,0,2006,InvestInvent AG,16308000,6.006666667,,,1.675130725,4.659837723,2.714064518,65.32475,21
Greece,4057,0,16.1,Onshore,1,?,K Sarras & CO LLC,21879900,,,,,,,,
Denmark,2892,0,24,Onshore,0,1995,European Energy A/S,32616000,8.14,,,2.083609819,-0.200000003,3.038021525,71.45383,20
Spain,3410,0,20,Onshore,0,2012,Cerebus Capital Management LP,27180000,5.493333333,,,2.446004391,5.063489914,-2.865113673,89.56038,12
Italy,4662,0,14,Onshore,0,2008,Enel,19026000,5.333333333,,,3.347833157,6.451290131,-1.023138477,105.7877,17
France,5924,0,10,Onshore,0,2012,STEAG GmbH,13590000,5.456666667,,,1.954202652,3.398922443,0.183835271,91.71756,20
Denmark,2957,0,23,Onshore,0,2011,Vattenfall AB,31257000,7.843333333,,,2.758678913,3.84332943,1.310803779,46.02907,21
Sweden,353,0,119,Onshore,1,2020,OX2 AB,161721000,4.16,,,0.497367319,-0.12742566,-2.005337504,40.31189,21
Spain,5262,1,12,Onshore,0,2010,Iberdrola,16308000,3.796666667,,,1.799884915,3.527857542,0.094122317,60.26603,20
Austria,3183,1,21,Onshore,0,2021,PUSPOK Group,28539000,5.976666667,,,2.766667,12.25,4.795329106,82.49009,20
France,4969,1,12,Onshore,0,2022,Boralex,16308000,6.285,,,5.222367,23.73546019,2.570840474,111.9513,19
Italy,3445,0,20,Onshore,0,2008,Alerion,27180000,4.396666667,,,3.347833157,6.451290131,-1.023138477,105.7877,17
Italy,6164,0,10,Onshore,0,-,EDP,13590000,4.071304348,,,,,,,
Italy,3874,0,18,Onshore,0,2015,Arpinge Energy Efficiency & Renewables SRL,24462000,4.02,,,0.038792018,-0.810191691,0.885667638,134.7456,12
Germany,4428,0,15,Onshore,0,2001,PNE AG,20385000,6.676666667,,,1.983850956,2.450403214,1.636541013,57.58368,21
Portugal,3178,1,21,Onshore,0,2022,TotalEnergies,28539000,5.26,,,7.832691,23.60534224,6.985841938,112.4149,14
Ukraine,461,1,95,Onshore,1,2012,DTEK,129105000,6.76,,,0.590463579,9.235818863,0.152314967,37.54154,7
Spain,1515,0,40,Onshore,0,2006,Viesgo Renovables SL,54360000,6.036666667,,,3.515373945,6.521553516,4.043435207,39.01906,21
Germany,3076,1,22,Onshore,0,2014,Denker & Wulf AG,29898000,8.15,,,0.90679872,0.845330298,2.169498929,73.82303,21
Finland,3229,1,21,Onshore,0,2013,Puhuri Oy,28539000,4.816666667,,,1.478294015,0.339855283,-0.979741028,59.86275,21
Norway,735,0,60,Onshore,0,2021,TronderEnergi Kraft AS ; Stadtwerke Munchen GmbH,81540000,5.773333333,,,3.483881,44.51904,3.908686777,41.64119,21
Sweden,563,0,80,Onshore,0,2010,Vattenfall AB,108720000,3.936666667,,,1.157981992,0,5.750735843,38.30193,21
Poland,645,1,70,Onshore,0,2009,Green Investment Group (GIG),95130000,7.12,,,3.795387983,8.516854286,2.615128593,49.8209,15
France,5594,0,11,Onshore,0,2017,WPD,14949000,6.13,,,1.163,1.601827264,2.083614851,98.48331,19
Germany,1477,1,40,Onshore,0,2015,GLS Beteiligung AG,54360000,6.756666667,,,0.514420152,-0.414969653,1.652719772,70.55988,21
Germany,5906,0,10,Onshore,0,2013,ABO Wind,13590000,5.673333333,,,1.504725099,1.971489668,0.386224576,76.79466,21
United Kingdom,5891,0,10,Onshore,1,2013,Renewable Energy Systems (RES),13590000,7.62,,,2.291663408,2.352421284,1.799921494,85.31606,20
Spain,932,1,50,Onshore,0,2019,Grupo Jorge,67950000,6.24,,,0.699999988,-1.237797976,1.961178532,97.57882,16
France,2527,0,26,Onshore,0,2016,Escofi,35334000,6.393333333,,,0.183335871,-0.11499691,0.860031082,98.02478,19
Spain,2988,0,23,Onshore,0,2001,Acciona,31257000,4.823333333,,,3.589828014,3.382987976,3.919088791,54.05223,21
Spain,2090,0,31,Onshore,0,2004,Iberdrola,42129000,5.63,,,3.039197922,3.496448517,3.114531452,45.3327,21
Austria,2355,0,28,Onshore,0,2019,PUSPOK Group,38052000,6.08,,,1.49000001,0.896824777,1.754976456,70.6388,20
Kosovo,205,0,201,Onshore,1,2021,KL Energy,273159000,4.023333333,,,3.355874894,0,10.74565608,21.58132,
Sweden,1480,0,40,Onshore,0,2014,Rabbalshede Kraft AB,54360000,4.236666667,,,-0.179638565,3.430000067,2.295763809,45.20099,21
Belgium,4973,1,12,Onshore,0,2021,Engie,16308000,6.913333333,,,2.440248,12.33115,6.202554016,107.9353,20
Greece,5853,1,10,Onshore,0,2015,Terna Energy,13590000,4.733333333,,,-1.736045003,-6.472187042,-0.228301959,179.0804,5
Norway,1190,0,47,Onshore,0,2021,Vauban Infrastructure Partners,63873000,5.75,,,3.483881,44.51904,3.908686777,41.64119,21
Spain,3869,0,18,Onshore,0,2006,Iberdrola,24462000,4.696666667,,,3.515373945,6.521553516,4.043435207,39.01906,21
Russia,935,1,50,Onshore,1,2018,TGC-1,67950000,4.7,,,2.88,3.975099087,2.807245411,13.61962,12
Ireland,2792,1,24,Onshore,0,2013,Orsted,32616000,7.47,,,0.508711576,0.674348593,2.192175744,117.4944,11
United Kingdom,2044,0,32,Onshore,0,2005,Ventient Energy,43488000,7.656666667,,,2.056553125,3.290127754,2.732660761,41.00035,21
France,5337,0,12,Onshore,0,2008,InnoVent Group,16308000,6.993333333,,,2.812865257,4.735337734,0.380171426,69.73569,21
France,3887,1,18,Onshore,0,2017,An Avel Braz,24462000,5.78,,,1.163,1.601827264,2.083614851,98.48331,19
Greece,2732,0,24,Onshore,1,?,Jasper Energy Hellas,32616000,,,,,,,,
Spain,2048,0,32,Onshore,0,2003,Fomentos de Construcciones y Contratas (FCC),43488000,6.753333333,,,3.039239645,2.886516333,2.939289664,47.68695,20
Spain,1892,0,34,Onshore,0,2003,Enel,46206000,6.763333333,,,3.039239645,2.886516333,2.939289664,47.68695,20
Germany,1330,1,43,Onshore,0,2021,NOTUS Energy,58437000,6.443333333,,,3.14297,10.7082,3.669999862,67.87883,21
Spain,2829,0,24,Onshore,0,2009,Exus Partners,32616000,5.626666667,,,-0.28799358,1.29409802,-3.768133072,53.07928,20
Portugal,705,1,64,Onshore,0,2006,Generg,86976000,4.126666667,,,3.1076684,3.856348753,1.625034638,73.67943,18
Spain,3513,1,20,Onshore,0,2001,Grupo Jorge,27180000,6.37,,,3.589828014,3.382987976,3.919088791,54.05223,21
Greece,723,0,60,Onshore,1,?,Boreads Wind Single Member PVT CO,81540000,,,,,,,,
Spain,4892,0,13,Onshore,0,2003,Acciona,17667000,4.59,,,3.039239645,2.886516333,2.939289664,47.68695,20
Germany,2789,0,24,Onshore,0,2014,UKA Group,32616000,6.846666667,,,0.90679872,0.845330298,2.169498929,73.82303,21
Spain,3993,1,17,Onshore,0,2007,Naturgy,23103000,4.186666667,,,2.787031889,3.659707785,3.533500122,35.69813,21
Spain,4891,0,13,Onshore,0,2003,Iberdrola,17667000,5.783333333,,,3.039239645,2.886516333,2.939289664,47.68695,20
Spain,5388,0,12,Onshore,0,2006,Iberdrola,16308000,5.766666667,,,3.515373945,6.521553516,4.043435207,39.01906,21
United Kingdom,2650,0,25,Onshore,0,2018,Renewable Energy Systems (RES),33975000,7.523333333,,,2.32,1.855871797,1.405190266,86.34547,19
Greece,3016,0,22,Onshore,1,?,Mytilineos Holdings SA,29898000,,,,,,,,
Spain,2401,1,28,Onshore,0,2007,Acciona,38052000,5.316666667,,,2.787031889,3.659707785,3.533500122,35.69813,21
Austria,3204,0,21,Onshore,0,2017,Wien Energie Vertrieb GMBH & CO KG,28539000,5.666666667,,,2.23,1.730000019,2.27225012,78.50054,20
Poland,82,1,383,Offshore hard mount,1,2014,RWE AG,1055521892,8.07,42.73,50.26,0.053822465,1.556987166,3.920508624,51.38972,15
Sweden,2944,0,23,Onshore,0,2015,OX2 AB,31257000,4.083333333,,,-0.046784438,4.599999905,4.410140676,44.03559,21
Germany,4164,1,16,Onshore,0,2010,PNE AG,21744000,6.4,,,1.103802323,0.990008533,4.146767545,80.37553,21
Serbia,1114,0,48,Onshore,1,2019,IEL OIE Balkan Renewable Energy,65232000,5.173333333,,,1.850000024,,4.750207939,51.71076,11
France,4987,0,12,Onshore,1,2019,Future Energies,16308000,5.096666667,,,1.299999952,1.744135022,2.027446476,97.88586,19
France,4042,1,16.8,Onshore,0,2019,En Avel Braz,22831200,7.046666667,,,1.299999952,1.744135022,2.027446476,97.88586,19
United Kingdom,1655,0,37.5,Onshore,0,2007,Renantis UK Ltd,50962500,7.396666667,,,2.334154129,3.412236929,2.62488002,43.1739,21
Italy,800,0,56,Onshore,0,2013,BKW AG,76104000,5.66,,,1.219995141,2.076303005,-1.818025061,131.8163,13
Portugal,1748,0,36,Onshore,0,2009,EDP,48924000,5.386666667,,,-0.83552748,2.059766054,-3.122078123,87.79909,17
Poland,796,1,56,Onshore,0,2016,Energix Renewable Energies,76104000,6.533333333,,,-0.664764404,-0.606467843,3.031177676,54.50137,14
Russia,875,0,51,Onshore,1,2013,Falkon Caital,69309000,6.423333333,,,6.754668236,9.073563576,1.755422149,12.34806,13
Poland,2150,0,30,Onshore,0,2015,PGE Energia Odnawialna SA,40770000,6.473333333,,,-0.874127567,0.702593625,4.431767003,51.34457,16
Italy,780,0,58,Onshore,0,2008,Moncada Energy Group,78822000,5.31,,,3.347833157,6.451290131,-1.023138477,105.7877,17
United Kingdom,3619,0,18.4,Onshore,0,2012,Greencoat,25005600,7.62,,,2.564104319,2.724234581,1.508998374,84.4826,21
Spain,1513,0,40,Onshore,0,2006,Acciona,54360000,7.583333333,,,3.515373945,6.521553516,4.043435207,39.01906,21
Sweden,1368,0,42,Onshore,0,2019,Aneo,57078000,4.186666667,,,1.639000058,2.917844857,2.549647853,35.69584,21
United Kingdom,1057,0,49.9,Onshore,1,2010,Community Windpower,67814100,7.38,,,2.502840519,-0.361241519,2.233315126,75.86023,21
Greece,2431,0,27.5,Onshore,1,?,Astakos,37372500,,,,,,,,
Germany,3373,1,20,Onshore,0,2015,ProWind GMBH,27180000,6.656666667,,,0.514420152,-0.414969653,1.652719772,70.55988,21
Sweden,3749,0,18,Onshore,0,2012,Eolus Vind AB,24462000,4.613333333,,,0.888376236,0,-0.414465721,37.68633,21
Russia,435,1,99,Onshore,0,2020,OOO Treti Vetropark FRV,134541000,6.403333333,,,3.381659372,3.022539884,-2.653654501,19.15613,12
Spain,4446,0,15,Onshore,0,1997,Corporacion Eolica de Zaragoza,20385000,6.19,,,1.971074224,3.443284035,3.587299762,64.2863,19
France,3252,0,21,Onshore,0,2009,ABO Wind,28539000,6.076666667,,,0.087618731,-0.113706842,-2.824551503,84.03127,21
Germany,4364,0,15,Onshore,0,2013,Energiequelle GmbH; Gaia INC,20385000,5.673333333,,,1.504725099,1.971489668,0.386224576,76.79466,21
Germany,4425,0,15,Onshore,0,2002,Encavis AG,20385000,6.45,,,1.420809388,0.910149872,-0.228310249,59.26526,21
Portugal,5552,1,11,Onshore,0,2022,EDP,14949000,6.625,,,7.832691,23.60534224,6.985841938,112.4149,14
Germany,4345,0,15,Onshore,0,2014,CPC Germania GmbH & Co KG,20385000,6.45,,,0.90679872,0.845330298,2.169498929,73.82303,21
Spain,1160,0,48,Onshore,0,2005,Acciona,65232000,5.453333333,,,3.368458509,5.324462414,3.551225515,42.39519,21
Greece,526,0,85,Onshore,1,?,Anaptexe Epeirou Wind Single Member PVT CO,115515000,,,,,,,,
Germany,4344,0,15,Onshore,0,2014,Wind & Sonne GMBH & CO KG,20385000,5.783333333,,,0.90679872,0.845330298,2.169498929,73.82303,21
Italy,4527,0,14,Onshore,0,2019,EDP,19026000,5.47,,,0.634000003,0.484916806,0.429162534,133.8227,13
Portugal,1880,1,34,Onshore,0,2008,Finerge SA,46206000,3.703333333,,,2.588508606,3.948156595,0.319247162,75.64259,18
Sweden,5637,0,11,Onshore,0,2005,Aapua Vind AB,14949000,4.056666667,,,0.45317325,3.900000095,2.793176855,48.83379,21
Spain,1159,1,48,Onshore,0,2005,Iberdrola,65232000,5.833333333,,,3.368458509,5.324462414,3.551225515,42.39519,21
Germany,3651,0,18,Onshore,1,2021,Windkraft Schonach GMBH; SIVENTIS Windprojekte GMBH,24462000,5.07,,,3.14297,10.7082,3.669999862,67.87883,21
Germany,3173,0,21,Onshore,0,2023,WPD,28539000,6.76,,,5.946436677,6.403984767,-0.26643841,62.66008,21
Spain,4693,0,14,Onshore,0,2005,Acciona,19026000,3.893333333,,,3.368458509,5.324462414,3.551225515,42.39519,21
Netherlands,5668,1,11,Onshore,0,1999,Windmolens Groetpolder BV,14949000,8.773333333,,,2.157177687,3.086647511,5.043321487,58.601,21
Austria,4709,1,14,Onshore,0,2003,Energie Burgenland,19026000,6.153333333,,,1.355552197,1.340000033,1.141565015,65.85282,21
Norway,217,0,200,Onshore,1,2008,Ulvig Kiaer AS,271800000,4.95,,,3.753922939,6.826536655,0.481919541,47.54502,21
Poland,3764,0,18,Onshore,1,2011,PGE Energia Odnawialna SA,24462000,6.283333333,,,4.239399433,6.075186729,5.255462566,55.13372,15
France,1756,0,36,Onshore,0,2007,EDF,48924000,6.32,,,1.487993479,2.966151237,2.530481862,65.3614,21
Germany,4165,0,16,Onshore,0,2010,WestWind Energy PTY LTD,21744000,6.766666667,,,1.103802323,0.990008533,4.146767545,80.37553,21
France,5856,0,10,Onshore,0,2015,Boralex,13590000,5.8,,,0.037512854,0.410003603,1.066754735,97.07373,19
Sweden,262,0,155,Onshore,0,2021,Stena Renewables Energy AB,210645000,4.86,,,2.163197,16.98293,5.937508573,36.83366,21
Spain,823,0,54,Onshore,1,2020,Capital Energy,73386000,3.946666667,,,-0.322671033,-3.54274493,-10.94007066,119.179,16
Denmark,619,0,72,Onshore,0,2013,Mollelauget Norhede-Hjortmose Vindkraft I/S; Encavis AG; AURA Energi,97848000,8.55,,,0.789073348,1.976181746,1.39267347,43.91183,21
United Kingdom,638,1,70,Onshore,0,2012,Scottish and Southern Energy (SSE),95130000,8.183333333,,,2.564104319,2.724234581,1.508998374,84.4826,21
Germany,2943,0,23,Onshore,0,2016,CEE,31257000,5.933333333,,,0.491744995,0,2.294710677,67.63065,21
France,6010,0,10,Onshore,0,2009,Ostwind,13590000,8.376666667,,,0.087618731,-0.113706842,-2.824551503,84.03127,21
France,5964,0,10,Onshore,0,2010,Total Quadran,13590000,5.92,,,1.531118512,3.301385641,2.000324727,86.31331,21
Spain,1671,0,37,Onshore,0,2010,Acciona,50283000,5.506666667,,,1.799884915,3.527857542,0.094122317,60.26603,20
France,1360,0,42,Onshore,0,2022,Renewables Infrastructure Group LTD (TRIG),57078000,5.69,,,5.222367,23.73546019,2.570840474,111.9513,19
Spain,5261,0,12,Onshore,0,2010,Iberdrola,16308000,5.573333333,,,1.799884915,3.527857542,0.094122317,60.26603,20
United Kingdom,5384,0,12,Onshore,0,2006,EDF,16308000,7.406666667,,,2.518891573,4.665380001,2.380694025,42.05836,21
France,3685,0,18,Onshore,0,2018,ERG,24462000,6.076666667,,,1.85,2.38292861,1.645908729,98.1591,19
Italy,2679,0,25,Onshore,0,2011,BKW AG,33975000,5.613333333,,,2.780637741,5.178144455,0.695463129,119.1057,16
Norway,234,0,180,Onshore,1,2015,Aurora Vindkraft AS,244620000,6.84,,,2.171136618,1.300126076,1.857339726,34.33425,21
Germany,4800,0,13,Onshore,0,2022,Boreas,17667000,5.855,,,6.872574,35.04750171,1.369731055,64.78936,21
United Kingdom,3291,0,20.7,Onshore,0,2014,Blue Energy,28131300,7.57,,,1.425663471,1.997074246,3.194637313,87.09433,21
Spain,1316,0,44,Onshore,0,2012,Banco Sabadell,59796000,5.776666667,,,2.446004391,5.063489914,-2.865113673,89.56038,12
Spain,991,1,50,Onshore,0,2006,Iberdrola,67950000,4.07,,,3.515373945,6.521553516,4.043435207,39.01906,21
France,1965,0,33,Onshore,0,-,La Compagnie du Vent,44847000,5.64173913,,,,,,,
Russia,515,0,87.8,Onshore,0,2021,Gazprombank; Fortum,119320200,6.56,,,6.694456,5.109167,5.614290376,16.397,12
France,5392,0,12,Onshore,0,2006,Nouvergies SA,16308000,7.323333333,,,1.675130725,4.659837723,2.714064518,65.32475,21
Poland,2149,0,30,Onshore,0,2015,KKR Co Inc ; Acciona ; other,40770000,6.306666667,,,-0.874127567,0.702593625,4.431767003,51.34457,16
Italy,5551,0,11,Onshore,0,2022,Alerion,14949000,5.555,,,8.20129,50.17213354,4.661762651,138.3491,12
France,5371,1,12,Onshore,0,2007,Theolia SA,16308000,5.673333333,,,1.487993479,2.966151237,2.530481862,65.3614,21
France,2342,0,28.2,Onshore,0,2023,Valeco,38323800,6.55,,,4.878357265,5.925709159,0.936487503,110.6418,19
France,4556,0,14,Onshore,0,2017,Neoen,19026000,5.983333333,,,1.163,1.601827264,2.083614851,98.48331,19
France,5935,0,10,Onshore,0,2011,Kallista Energy,13590000,6.936666667,,,2.111598015,4.445785046,2.437576569,88.9102,21
Spain,1063,0,49.5,Onshore,1,2020,IGEwind Renewable SL; Nordex,67270500,3.963333333,,,-0.322671033,-3.54274493,-10.94007066,119.179,16
Sweden,1099,1,48.3,Onshore,0,2017,Rabbalshede Kraft AB,65639700,5.223333333,,,1.867,6.730000019,1.825156015,41.10535,21
Ireland,4413,0,15,Onshore,0,2004,Scottish and Southern Energy (SSE),20385000,7.573333333,,,2.199629545,4.255885601,6.78813864,28.08728,21
France,3437,0,20,Onshore,0,2009,Kallista Energy,27180000,6.78,,,0.087618731,-0.113706842,-2.824551503,84.03127,21
