Country/Area,Entry ID,Project Name,Phase Name,Only Phase,Capacity (MW),Installation Type,Status,Cancelled,Start year,Owner,Latitude,Longitude,Region,Wiki URL,Annual Wind Speed,Ocean Depth For Offshore,Inflation in Project Country
United Kingdom,128,Valorous wind farm,--,1,300,Offshore floating,cancelled,1,2021,TotalEnergies SE; Simply Blue Energy LTD,51.3601,-5.7101,Europe,https://www.gem.wiki/Valorous_wind_farm,,,
Spain,129,Mar De �gata wind farm,--,1,300,Offshore floating,cancelled,1,2021,Bluefloat Energy; SENER,36.8684,-1.8926,Europe,https://www.gem.wiki/Mar_De_�gata_wind_farm,,,
Norway,130,Vilgesrassa wind farm,--,1,300,Onshore,cancelled - inferred 4 y,1,2020,Finnmark Kraft AS,70.7509,24.8482,Europe,https://www.gem.wiki/Vilgesrassa_wind_farm,,,
United Kingdom,131,Cliffhope Community wind farm,--,1,300,Onshore,cancelled - inferred 4 y,1,2017,Community Windpower,55.2870,-2.6801,Europe,https://www.gem.wiki/Cliffhope_Community_wind_farm,,,
Sweden,132,K�lvallen wind farm,--,1,300,Onshore,cancelled,1,2016,Arise AB; Foresight Group,61.9428,15.1607,Europe,https://www.gem.wiki/K�lvallen_wind_farm,,,
Norway,133,Bl�berg wind farm,--,1,300,Onshore,cancelled,1,2015,Bl�berg Wind Power AS,58.4649,7.1172,Europe,https://www.gem.wiki/Bl�berg_wind_farm,,,
Sweden,134,Taggen Offshore wind farm,--,1,300,Offshore mount unknown,cancelled,1,2012,Vattenfall AB,55.9319,14.4844,Europe,https://www.gem.wiki/Taggen_Offshore_wind_farm,,,
Romania,135,Banca wind farm,1,0,300,Onshore,operating,0,2012,ProWind GMBH,45.9852,24.6859,Europe,https://www.gem.wiki/Banca_wind_farm,,,
United Kingdom,136,Thanet wind farm,1,0,300,Offshore hard mount,operating,0,2010,Vattenfall AB,51.4299,1.6334,Europe,https://www.gem.wiki/Thanet_wind_farm,,,
Norway,137,Havsul wind farm,3,0,300,Offshore hard mount,cancelled,1,2008,Havgul Nordic AS,62.9592,6.6699,Europe,https://www.gem.wiki/Havsul_wind_farm,,,
Norway,138,Utsira (Offshore) wind farm,--,1,300,Offshore hard mount,cancelled,1,2008,Lyse Produksjon AS,59.2398,4.9668,Europe,https://www.gem.wiki/Utsira_(Offshore)_wind_farm,,,
Norway,139,Rissa wind farm,--,1,300,Onshore,cancelled,1,2007,Statkraft AS,63.6649,9.9754,Europe,https://www.gem.wiki/Rissa_wind_farm,,,
Norway,140,Tannvikfjellet wind farm,--,1,290,Onshore,cancelled,1,2010,Statkraft AS,63.4342,9.3537,Europe,https://www.gem.wiki/Tannvikfjellet_wind_farm,,,
Ukraine,141,Ochakov wind farm,--,1,288,Onshore,cancelled - inferred 4 y,1,2021,Goldwind,46.6254,31.5422,Europe,https://www.gem.wiki/Ochakov_wind_farm,,,
Sweden,142,�sk�len wind farm,--,1,288,Onshore,operating,0,2020,Vasa Vind,63.5542,15.0532,Europe,https://www.gem.wiki/�sk�len_wind_farm,,,
Norway,143,Storheia wind farm,--,1,288,Onshore,operating,0,2019,Tr�nderEnergi Kraft AS ; Statkraft AS ; Nordic Wind Power DA,63.8902,10.2019,Europe,https://www.gem.wiki/Storheia_wind_farm,,,
Germany,144,Sandbank wind farm,--,1,288,Offshore hard mount,operating,0,2016,Vattenfall AB,55.1900,6.8600,Europe,https://www.gem.wiki/Sandbank_wind_farm,,,
Sweden,145,Bj�rkh�jden wind farm,--,1,288,Onshore,operating,0,2015,Statkraft AS,63.4722,16.1034,Europe,https://www.gem.wiki/Bj�rkh�jden_wind_farm,,,
Germany,146,Butendiek wind farm,--,1,288,Offshore hard mount,operating,0,2015,Greencoat Renewables ; Octopus Energy Group Ltd ; Marguerite Fund,55.0190,7.7740,Europe,https://www.gem.wiki/Butendiek_wind_farm,,,
Germany,147,Enbw Baltic wind farm,2,0,288,Offshore hard mount,operating,0,2015,EnBW; Macquarie Capital,54.9998,13.1999,Europe,https://www.gem.wiki/Enbw_Baltic_wind_farm,,,
Germany,148,Dantysk wind farm,--,1,288,Offshore hard mount,operating,0,2014,Stadtwerke M�nchen GmbH ; Vattenfall AB,55.1400,7.2000,Europe,https://www.gem.wiki/Dantysk_wind_farm,,,
United Kingdom,149,Race Bank wind farm,2,0,286.5,Offshore hard mount,operating,0,2018,�rsted A/S,53.1360,0.5892,Europe,https://www.gem.wiki/Race_Bank_wind_farm,,,
United Kingdom,150,Race Bank wind farm,1,0,286.5,Offshore hard mount,operating,0,2017,�rsted A/S,53.1360,0.5892,Europe,https://www.gem.wiki/Race_Bank_wind_farm,,,
Sweden,151,�ndberg wind farm,--,1,286,Onshore,operating,0,2021,Ardian,61.7668,13.9410,Europe,https://www.gem.wiki/�ndberg_wind_farm,,,
Netherlands,152,Noordoostpolder-Westermeerwind Windpark,2,0,285,Onshore,operating,0,2017,Westermeerwind; NOP Agrowind; RWE AG,52.7698,4.4393,Europe,https://www.gem.wiki/Noordoostpolder-Westermeerwind_Windpark,,,
Norway,153,"Hyllfjellet, Sognavola, Maravola wind farm",--,1,281,Onshore,cancelled - inferred 4 y,1,2014,RWE Renewables,63.8022,11.9187,Europe,"https://www.gem.wiki/Hyllfjellet,_Sognavola,_Maravola_wind_farm",,,
Denmark,154,Paludan Flak offshore wind farm,--,1,280,Offshore mount unknown,cancelled,1,2019,Wind Estate A/S,55.7451,10.5795,Europe,https://www.gem.wiki/Paludan_Flak_offshore_wind_farm,,,
Serbia,155,Belo Blato wind farm,2,0,280,Onshore,cancelled,1,2008,Green Star,45.2186,20.3558,Europe,https://www.gem.wiki/Belo_Blato_wind_farm,,,
Netherlands,156,Beaufort Katwijk offshore wind farm,--,1,279,Offshore mount unknown,cancelled,1,2006,NUON,52.3233,3.8249,Europe,https://www.gem.wiki/Beaufort_Katwijk_offshore_wind_farm,,,
Greece,157,Kolpos Petalion Offshore wind farm,--,1,276.8,Offshore hard mount,cancelled,1,?,Pleiades New Energy Ventures (PLEIADES SA),38.0776,24.0793,Europe,https://www.gem.wiki/Kolpos_Petalion_Offshore_wind_farm,,,
Greece,158,North Mathraki Island Offshore wind farm,--,1,275,Offshore hard mount,cancelled,1,?,Jasper Energy Hellas,39.8311,19.4384,Europe,https://www.gem.wiki/North_Mathraki_Island_Offshore_wind_farm,,,
Netherlands,159,Clearcamp offshore wind farm,--,1,275,Offshore mount unknown,cancelled - inferred 4 y,1,2009,Northland Power INC,54.0357,4.9442,Europe,https://www.gem.wiki/Clearcamp_offshore_wind_farm,,,
Norway,160,Mefjellet/Trevassheia wind farm,--,1,273,Onshore,cancelled,1,2009,Statskog SF,63.8872,10.6157,Europe,https://www.gem.wiki/Mefjellet/Trevassheia_wind_farm,,,
United Kingdom,161,Lincs wind farm,--,1,270,Offshore hard mount,operating,0,2013,Equitix Ltd ; Octopus Renewables Infrastructure Trust PLC ; Macquarie Green Investment Group Renewable Energy Fund 1,53.1842,0.4981,Europe,https://www.gem.wiki/Lincs_wind_farm,,,
Romania,162,F�nt�nele wind farm,2,0,262,Onshore,operating,0,2012,Macquarie Infrastructure and Real Assets (MIRA),44.6091,28.5670,Europe,https://www.gem.wiki/F�nt�nele_wind_farm,,,
Sweden,163,Utposten wind farm,1,0,260,Offshore mount unknown,cancelled,1,2017,Svea Vind Offshore AB,60.9385,17.3554,Europe,https://www.gem.wiki/Utposten_wind_farm,,,
Germany,164,Arcadis Ost wind farm,--,1,257,Offshore hard mount,operating,0,2023,KNK Wind GMBH; KNK Ocean Breeze GMBH,54.8202,13.6335,Europe,https://www.gem.wiki/Arcadis_Ost_wind_farm,,,
Norway,165,Roan wind farm,--,1,256,Onshore,operating,0,2019,Stadtwerke M�nchen GmbH; Tr�nderEnergi Kraft AS,64.1839,10.3294,Europe,https://www.gem.wiki/Roan_wind_farm,,,
Netherlands,166,Den Haag II offshore wind farm,--,1,255,Offshore mount unknown,cancelled,1,2006,NUON,52.1269,3.0598,Europe,https://www.gem.wiki/Den_Haag_II_offshore_wind_farm,,,
Estonia,167,Sunly Sw7 wind farm,--,1,252,Offshore hard mount,cancelled - inferred 4 y,1,2020,Sunly Energy,58.2801,21.4301,Europe,https://www.gem.wiki/Sunly_Sw7_wind_farm,,,
Belgium,168,Seamade Seastar wind farm,--,1,252,Offshore hard mount,operating,0,2020,Eneco,51.7200,2.7400,Europe,https://www.gem.wiki/Seamade_Seastar_wind_farm,,,
Germany,169,Gode wind farm,2,0,252,Offshore hard mount,operating,0,2017,�rsted A/S ; German Pension Funds,54.0750,7.0070,Europe,https://www.gem.wiki/Gode_wind_farm,,,
Romania,170,F�nt�nele � Cogealac wind farm,2,0,252,Onshore,operating,0,2012,Macquarie Infrastructure and Real Assets (MIRA),44.6091,28.5670,Europe,https://www.gem.wiki/F�nt�nele_�_Cogealac_wind_farm,,,
Germany,171,Ostseeschatz wind farm,--,1,252,Offshore hard mount,cancelled,1,2011,Windreich AG,54.7253,13.5701,Europe,https://www.gem.wiki/Ostseeschatz_wind_farm,,,
Finland,172,Pjelax-B�le wind farm,--,1,251.6,Onshore,operating,0,2023,Fortum  ; Helen OY,62.4727,21.3372,Europe,https://www.gem.wiki/Pjelax-B�le_wind_farm,,,
Norway,173,Haugrossasen wind farm,--,1,250,Onshore,cancelled,1,2014,RWE Renewables,64.2029,11.6797,Europe,https://www.gem.wiki/Haugrossasen_wind_farm,,,
Ukraine,174,Sovetsky wind farm,1,0,250,Onshore,cancelled,1,2010,New Energy of Ukraine Alliance,49.4872,31.2718,Europe,https://www.gem.wiki/Sovetsky_wind_farm,,,
United Kingdom,175,North Nesting wind farm,--,1,250,Onshore,cancelled,1,2008,Scottish and Southern Energy (SSE),60.3175,-1.1773,Europe,https://www.gem.wiki/North_Nesting_wind_farm,,,
Norway,176,Gimsoy (Offshore) wind farm,--,1,250,Offshore hard mount,cancelled - inferred 4 y,1,2006,Lofotkraft Vind,68.3601,14.1645,Europe,https://www.gem.wiki/Gimsoy_(Offshore)_wind_farm,,,
Sweden,177,Bergvind Lingbo wind farm,--,1,249,Onshore,operating,0,2020,Aquila Capital,61.0874,16.3927,Europe,https://www.gem.wiki/Bergvind_Lingbo_wind_farm,,,
United Kingdom,178,Muckla Moor wind farm,--,1,249,Onshore,cancelled,1,2008,Scottish and Southern Energy (SSE),60.3895,-1.2081,Europe,https://www.gem.wiki/Muckla_Moor_wind_farm,,,
United Kingdom,179,South Kyle wind farm,1,0,240,Onshore,operating,0,2023,Schroders PLC,55.3173,-4.2932,Europe,https://www.gem.wiki/South_Kyle_wind_farm,,,
United Kingdom,180,Kilgallioch wind farm,1,0,239,Onshore,operating,0,2017,ScottishPower Renewables,54.9885,-4.8017,Europe,https://www.gem.wiki/Kilgallioch_wind_farm,,,
Belgium,181,Seamade Mermaid wind farm,--,1,235,Offshore hard mount,operating,0,2020,Eneco,51.6300,2.8600,Europe,https://www.gem.wiki/Seamade_Mermaid_wind_farm,,,
Sweden,182,Skaft�sen wind farm,--,1,231,Onshore,operating,0,2023,Foresight Group,61.7926,14.4778,Europe,https://www.gem.wiki/Skaft�sen_wind_farm,,,
Norway,183,Ulvarudla wind farm,--,1,231,Onshore,cancelled,1,2009,Lyse Produksjon AS,58.6657,5.8875,Europe,https://www.gem.wiki/Ulvarudla_wind_farm,,,
United Kingdom,184,Stronelairg wind farm,--,1,228,Onshore,operating,0,2018,Scottish and Southern Energy (SSE),57.1269,-4.5264,Europe,https://www.gem.wiki/Stronelairg_wind_farm,,,
United Kingdom,185,Pen Y Cymoedd wind farm,--,1,228,Onshore,operating,0,2017,Vattenfall AB,51.6555,-3.6957,Europe,https://www.gem.wiki/Pen_Y_Cymoedd_wind_farm,,,
Romania,186,Cwp Independenta I Wind Farm wind farm,1,0,226,Onshore,operating,0,2013,Continental Wind Partners,46.9111,27.2408,Europe,https://www.gem.wiki/Cwp_Independenta_I_Wind_Farm_wind_farm,,,
Norway,187,Kalvvatnan wind farm,--,1,225,Onshore,cancelled,1,2016,Fred Olsen Renewables AB,65.0782,12.9687,Europe,https://www.gem.wiki/Kalvvatnan_wind_farm,,,
Norway,188,Sleneset wind farm,--,1,225,Onshore,cancelled,1,2011,Nord-Norsk Vindkraft AS,66.3474,12.5621,Europe,https://www.gem.wiki/Sleneset_wind_farm,,,
Greece,189,North Othoni Island Offshore wind farm,--,1,220,Offshore hard mount,cancelled,1,?,Jasper Energy Hellas,39.8804,19.4359,Europe,https://www.gem.wiki/North_Othoni_Island_Offshore_wind_farm,,,
Belgium,190,The Northwester 2 Offshore Wind Project,--,1,219,Offshore hard mount,operating,0,2020,Parkwind NV ; Sumitomo Corp,51.6860,2.7570,Europe,https://www.gem.wiki/The_Northwester_2_Offshore_Wind_Project,,,
Spain,191,Las Majas wind farm,7,0,217,Onshore,operating,0,2021,Repsol SA; other ; Pontegadea Inversiones SL,41.1940,-1.0470,Europe,https://www.gem.wiki/Las_Majas_wind_farm,,,
Belgium,192,Northwind wind farm,--,1,216,Offshore hard mount,operating,0,2013,Aspiravi,51.6190,2.9010,Europe,https://www.gem.wiki/Northwind_wind_farm,,,
Romania,193,Iberdrola Cogealac wind farm,1,0,214,Onshore,operating,0,2013,Iberdrola SA,45.9852,24.6859,Europe,https://www.gem.wiki/Iberdrola_Cogealac_wind_farm,,,
Sweden,194,J�dra�s wind farm,--,1,213,Onshore,operating,0,2013,Renewables Infrastructure Group LTD (TRIG),60.8296,16.3202,Europe,https://www.gem.wiki/J�dra�s_wind_farm,,,
Netherlands,195,Scheveningen Buiten offshore wind farm,--,1,212,Offshore mount unknown,cancelled,1,2006,Evelop UK LTD,52.1962,3.1795,Europe,https://www.gem.wiki/Scheveningen_Buiten_offshore_wind_farm,,,
Russia,196,Kochubeyevskaya wind farm,--,1,210,Onshore,operating,0,2021,JSC VetroOGK,44.7001,42.1252,Europe,https://www.gem.wiki/Kochubeyevskaya_wind_farm,,,
United Kingdom,197,Westermost Rough A wind farm,--,1,210,Offshore hard mount,operating,0,2015,�rsted A/S; Green Investment Group (GIG) ; Equitix Ltd,53.0977,0.5615,Europe,https://www.gem.wiki/Westermost_Rough_A_wind_farm,,,
Czech Republic,198,Chomutov wind farm,--,1,210,Onshore,cancelled - inferred 4 y,1,2004,DeWind CO,50.4635,13.4107,Europe,https://www.gem.wiki/Chomutov_wind_farm,,,
Greece,199,Methones Keros Offshore wind farm,--,1,209.1,Offshore hard mount,cancelled,1,?,Terna Energy,39.9955,25.5252,Europe,https://www.gem.wiki/Methones_Keros_Offshore_wind_farm,,,
Denmark,200,Horns Rev Offshore wind farm,2,0,209,Offshore hard mount,operating,0,2009,Energinet,55.6084,7.6114,Europe,https://www.gem.wiki/Horns_Rev_Offshore_wind_farm,,,
Norway,201,Tonstad wind farm,--,1,208,Onshore,operating,0,2020,other ; ENGIE SA; SUSI Partners AG,58.6633,6.7173,Europe,https://www.gem.wiki/Tonstad_wind_farm,,,
Denmark,202,R�dsand wind farm,2,0,207,Offshore mount unknown,operating,0,2010,SEAS-NVE Energy Group,54.5265,11.6170,Europe,https://www.gem.wiki/R�dsand_wind_farm,,,
Sweden,203,Tvinnesheda-Badeboda wind farm,--,1,202,Onshore,operating,0,2022,Stena Renewables Energy AB,57.1396,15.3177,Europe,https://www.gem.wiki/Tvinnesheda-Badeboda_wind_farm,,,
Russia,204,Kolskaya wind farm,--,1,201,Onshore,operating,0,2022,Enel Russia,69.0185,34.9722,Europe,https://www.gem.wiki/Kolskaya_wind_farm,,,
Kosovo,205,Shtime wind farm,--,1,201,Onshore,cancelled - inferred 4 y,1,2021,KL Energy,42.4536,21.0164,Europe,https://www.gem.wiki/Shtime_wind_farm,,,
Norway,206,Gronafjellet wind farm,--,1,200,Onshore,cancelled - inferred 4 y,1,2019,Fitjar Kraftlag SA; Ostfold Energi; Vardar AS; Aquila Capital,59.9267,5.4153,Europe,https://www.gem.wiki/Gronafjellet_wind_farm,,,
Sweden,207,Bodhogarna wind farm,--,1,200,Onshore,cancelled,1,2017,Statkraft AS,63.5103,15.7851,Europe,https://www.gem.wiki/Bodhogarna_wind_farm,,,
Norway,208,Siragrunnen wind farm,--,1,200,Offshore hard mount,cancelled,1,2015,Siragrunnen AS,58.2554,6.3162,Europe,https://www.gem.wiki/Siragrunnen_wind_farm,,,
Romania,209,Husi wind farm,1,0,200,Onshore,cancelled - inferred 4 y,1,2014,Speranta & Succesul SA,45.9852,24.6859,Europe,https://www.gem.wiki/Husi_wind_farm,,,
Norway,210,Eggjafjellet/Asfjellet wind farm,--,1,200,Onshore,cancelled - inferred 4 y,1,2013,RWE Renewables,63.2063,10.7680,Europe,https://www.gem.wiki/Eggjafjellet/Asfjellet_wind_farm,,,
Norway,211,Grondalsfjellet wind farm,--,1,200,Onshore,cancelled - inferred 4 y,1,2013,Vindkraft Nord AS,64.6910,12.9459,Europe,https://www.gem.wiki/Grondalsfjellet_wind_farm,,,
Latvia,212,Baltic wind farm,--,1,200,Offshore mount unknown,cancelled - inferred 4 y,1,2012,Baltic Wind Park,56.8201,20.7710,Europe,https://www.gem.wiki/Baltic_wind_farm,,,
Norway,213,Borealis wind farm,--,1,200,Onshore,cancelled - inferred 4 y,1,2012,Grenselandet AS ; Finnmark Kraft AS,70.2473,26.4762,Europe,https://www.gem.wiki/Borealis_wind_farm,,,
Ukraine,214,Kholmohorska wind farm,1,0,200,Onshore,cancelled,1,2010,Krym-Eol LTD,49.4872,31.2718,Europe,https://www.gem.wiki/Kholmohorska_wind_farm,,,
Norway,215,Blaheia wind farm,--,1,200,Onshore,cancelled,1,2010,Sarepta Energi AS,64.2197,10.7456,Europe,https://www.gem.wiki/Blaheia_wind_farm,,,
Norway,216,Krokstadfjellet wind farm,--,1,200,Onshore,cancelled,1,2008,Tr�nderEnergi Kraft AS,63.4039,9.4133,Europe,https://www.gem.wiki/Krokstadfjellet_wind_farm,,,
Norway,217,Sandvassheia/Follaheia wind farm,--,1,200,Onshore,cancelled,1,2008,Ulvig Kiaer AS,63.9998,10.9628,Europe,https://www.gem.wiki/Sandvassheia/Follaheia_wind_farm,,,
Norway,218,Leksvik wind farm,--,1,200,Onshore,cancelled,1,2007,Statkraft AS,63.6160,10.3837,Europe,https://www.gem.wiki/Leksvik_wind_farm,,,
Norway,219,Guleslettene wind farm,--,1,197,Onshore,operating,0,2021,Eviny,61.6948,5.0993,Europe,https://www.gem.wiki/Guleslettene_wind_farm,,,
Norway,220,Kvitfjell wind farm,--,1,197,Onshore,operating,0,2019,�rzteversorgung Westfalen-Lippe,69.5733,18.2224,Europe,https://www.gem.wiki/Kvitfjell_wind_farm,,,
Estonia,221,Baltic Blue wind farm,Area E,0,196,Unknown,cancelled,1,2014,Baltic Blue Energy O�,58.6421,22.3450,Europe,https://www.gem.wiki/Baltic_Blue_wind_farm,,,
Netherlands,222,NOP Agrowind wind farm,--,1,195,Offshore hard mount,operating,0,2017,Community Owned,52.7037,5.5797,Europe,https://www.gem.wiki/NOP_Agrowind_wind_farm,,,
Italy,223,Gulf Of Manfredonia wind farm,--,1,195,Offshore mount unknown,cancelled - inferred 4 y,1,2010,TREVI Energy SPA,41.4923,16.0544,Europe,https://www.gem.wiki/Gulf_Of_Manfredonia_wind_farm,,,
Finland,224,Karhunnevankangas wind farm,--,1,188,Onshore,operating,0,2022,WPD Finland,64.3537,24.2552,Europe,https://www.gem.wiki/Karhunnevankangas_wind_farm,,,
Serbia,225,Bavanistansko Polje wind farm,--,1,188,Onshore,cancelled,1,2008,WBA Energy,44.1534,20.5514,Europe,https://www.gem.wiki/Bavanistansko_Polje_wind_farm,,,
Belgium,226,C-Power Offshore Wind Project,2,0,184,Offshore hard mount,operating,0,2012,C-Power,51.5600,2.9700,Europe,https://www.gem.wiki/C-Power_Offshore_Wind_Project,,,
United Kingdom,227,Walney wind farm,2,0,183.6,Offshore hard mount,operating,0,2012,�rsted A/S,54.0807,-3.6090,Europe,https://www.gem.wiki/Walney_wind_farm,,,
United Kingdom,228,Walney wind farm,1,0,183.6,Offshore hard mount,operating,0,2011,�rsted A/S,54.0394,-3.5158,Europe,https://www.gem.wiki/Walney_wind_farm,,,
Bulgaria,229,Volkswind Dabrava wind farm,--,1,182,Onshore,cancelled - inferred 4 y,1,2012,DIV Wind; Long Man Wind Energy,43.4763,28.1332,Europe,https://www.gem.wiki/Volkswind_Dabrava_wind_farm,,,
Norway,230,Geitfjellet wind farm,--,1,181,Onshore,operating,0,2020,Tr�nderEnergi Kraft AS ; Statkraft AS ; Nordic Wind Power DA,63.3611,9.5020,Europe,https://www.gem.wiki/Geitfjellet_wind_farm,,,
Denmark,231,Vesterhav Offshore wind farm,Nord,0,180,Offshore mount unknown,operating,0,2024,Vattenfall AB,56.6999,8.0446,Europe,https://www.gem.wiki/Vesterhav_Offshore_wind_farm,,,
Spain,232,Tico wind farm,--,1,180,Onshore,operating,0,2022,Enel Green Power Espa�a SL,41.1657,-1.0054,Europe,https://www.gem.wiki/Tico_wind_farm,,,
Ukraine,233,Ovidiopol Roksolany wind farm,1,0,180,Onshore,cancelled - inferred 4 y,1,2019,NOTUS Energy,49.4872,31.2718,Europe,https://www.gem.wiki/Ovidiopol_Roksolany_wind_farm,,,
Norway,234,Falesrassa wind farm,--,1,180,Onshore,cancelled,1,2015,Aurora Vindkraft AS,70.5488,24.3606,Europe,https://www.gem.wiki/Falesrassa_wind_farm,,,
Norway,235,Kopperaa wind farm,--,1,180,Onshore,cancelled,1,2015,RWE Renewables,63.3849,12.0319,Europe,https://www.gem.wiki/Kopperaa_wind_farm,,,
United Kingdom,236,Dorenell wind farm,1,0,177,Onshore,operating,0,2018,EDF Renewables,57.3509,-3.1317,Europe,https://www.gem.wiki/Dorenell_wind_farm,,,
United Kingdom,237,Dorenell wind farm,2,0,174.9,Onshore,cancelled,1,2018,EDF Renewables,57.3509,-3.1317,Europe,https://www.gem.wiki/Dorenell_wind_farm,,,
United Kingdom,238,Clyde wind farm,2,0,172.8,Onshore,operating,0,2017,Scottish and Southern Energy (SSE),55.5041,-3.5479,Europe,https://www.gem.wiki/Clyde_wind_farm,,,
Denmark,239,Vesterhav Offshore wind farm,Syd,0,170,Offshore mount unknown,operating,0,2024,Vattenfall AB,56.0329,8.0267,Europe,https://www.gem.wiki/Vesterhav_Offshore_wind_farm,,,
Norway,240,Rorvassheia wind farm,--,1,170,Onshore,cancelled,1,2010,Statkraft AS,64.3139,10.8242,Europe,https://www.gem.wiki/Rorvassheia_wind_farm,,,
Norway,241,Tellenes wind farm,--,1,168,Onshore,operating,0,2017,Eviny,58.3461,6.3988,Europe,https://www.gem.wiki/Tellenes_wind_farm,,,
Sweden,242,Nys�ter wind farm,2,0,167,Onshore,operating,0,2022,E.ON SE ; Credit Suisse Energy Infrastructure Partners (CSEIP),62.7681,17.2968,Europe,https://www.gem.wiki/Nys�ter_wind_farm,,,
Denmark,243,R�dsand wind farm,1,0,166,Offshore mount unknown,operating,0,2003,E.ON Sverige AB ; Energi E2 AS ; �rsted A/S,54.5254,11.7597,Europe,https://www.gem.wiki/R�dsand_wind_farm,,,
Belgium,244,Nobelwind Offshore Wind Project,--,1,165,Offshore hard mount,operating,0,2017,Parkwind NV ; Meewind ; Sumitomo Corp,51.6484,2.8349,Europe,https://www.gem.wiki/Nobelwind_Offshore_Wind_Project,,,
Belgium,245,Belwind Offshore Wind Project,1,0,165,Offshore hard mount,operating,0,2010,Parkwind NV ; Meewind ; Sumitomo Corp,51.6484,2.8349,Europe,https://www.gem.wiki/Belwind_Offshore_Wind_Project,,,
Sweden,246,Blodrotberget wind farm,--,1,164,Onshore,operating,0,2021,Prime Capital AG,63.8152,17.8839,Europe,https://www.gem.wiki/Blodrotberget_wind_farm,,,
