Country,Entry ID,Mutiple Phase,Capacity (MW),Installation Type,Cancelled,Start year,Owner,Latitude,Longitude,Estimated Project Cost (GBP),Annual Wind Speed (m/s),Distance to Shore For Offshore (km),Ocean Depth For Offshore (m),Inflation in Project Country (HCPI),Energy Inflation in Project Country (EPI),Country GDP Growth Rate,Government Debt as Percentage of GDP,Country Credit Rating
Germany,147,1,288,Offshore hard mount,0,2015,EnBW; Macquarie Capital,54.9998,13.1999,788994960,8.346666667,36.85,36.28,0.514420152,-0.414969653,1.652719772,70.55988,21
Germany,148,0,288,Offshore hard mount,0,2014,Stadtwerke Munchen GmbH ; Vattenfall AB,55.1400,7.2000,800227872,9.24,72.42,25.79,0.90679872,0.845330298,2.169498929,73.82303,21
United Kingdom,149,1,286.5,Offshore hard mount,0,2018,Orsted,53.1360,0.5892,751117145.5,7.64,16.06,9.7,2.32,1.855871797,1.405190266,86.34547,19
United Kingdom,150,1,286.5,Offshore hard mount,0,2017,Orsted,53.1360,0.5892,751117145.5,7.573333333,16.06,9.7,2.683,2.041315317,2.656504893,86.72315,19
Sweden,151,0,286,Onshore,0,2021,Ardian,61.7668,13.9410,388674000,4.396666667,N/A,N/A,2.163197,16.98293,5.937508573,36.83366,21
Netherlands,152,1,285,Onshore,0,2017,Westermeerwind; NOP Agrowind; RWE AG,52.7698,4.4393,387315000,8.356666667,N/A,N/A,1.299,1.563019872,2.781546099,55.98573,21
Norway,153,0,281,Onshore,1,2014,RWE,63.8022,11.9187,381879000,5.076666667,N/A,N/A,2.041705608,1.291266203,2.048131999,29.66098,21
Denmark,154,0,280,Offshore hard mount,1,2019,Wind Estate A/S,55.7451,10.5795,723601853.3,7.963333333,2.62,11.48,0.728999972,-0.291685313,1.711400944,33.7917,21
Serbia,155,1,280,Onshore,1,2008,Green Star,45.2186,20.3558,380520000,5.076666667,N/A,N/A,12.38654041,#N/A,5.160892773,30.55627,9
Netherlands,156,0,279,Offshore hard mount,1,2006,NUON,52.3233,3.8249,748585086,8.593333333,38.12,19.96,1.101507187,3.881190062,3.537375219,44.96037,21
Greece,157,0,276.8,Offshore hard mount,1,?,Pleiades New Energy Ventures (PLEIADES SA),38.0776,24.0793,733920114.4,,5.19,41.4,,,,,
Greece,158,0,275,Offshore hard mount,1,?,Jasper Energy Hellas,39.8311,19.4384,727065579.2,,2.47,214.63,,,,,
Netherlands,159,0,275,Offshore hard mount,1,2009,Northland Power INC,54.0357,4.9442,781203500,8.933333333,73.2,39.58,1.189783454,1.801511645,-3.665290445,56.28978,21
Norway,160,0,273,Onshore,1,2009,Statskog SF,63.8872,10.6157,371007000,4.89,N/A,N/A,2.197387218,1.805326462,-1.940364695,42.54396,21
United Kingdom,161,0,270,Offshore hard mount,0,2013,Equitix LTD ; Octopus ; Macquarie Capital,53.1842,0.4981,702929250,7.676666667,9.5,9.75,2.291663408,2.352421284,1.799921494,85.31606,20
Romania,162,1,262,Onshore,0,2012,Macquarie Capital,44.6091,28.5670,356058000,6.1,N/A,N/A,3.337636948,6.9,1.903616968,35.37141,12
Sweden,163,1,260,Offshore hard mount,1,2017,Svea Vind Offshore AB,60.9385,17.3554,673804776.7,5.476666667,5.23,27.22,1.867,6.730000019,1.825156015,41.10535,21
Germany,164,0,257,Offshore hard mount,0,2023,KNK Wind GMBH; KNK Ocean Breeze GMBH,54.8202,13.6335,692065405.5,8.09,20.07,43.28,5.946436677,6.403984767,-0.26643841,62.66008,21
Norway,165,0,256,Onshore,0,2019,Stadtwerke Munchen GmbH; TronderEnergi Kraft AS,64.1839,10.3294,347904000,5.103333333,N/A,N/A,2.167999983,0.128422707,1.123777874,40.55646,21
Netherlands,166,0,255,Offshore hard mount,1,2006,NUON,52.1269,3.0598,701558252.5,8.473333333,62.59,28.42,1.101507187,3.881190062,3.537375219,44.96037,21
Estonia,167,0,252,Offshore hard mount,1,2020,Sunly Energy,58.2801,21.4301,663544224,8.66,20.16,26.41,-0.444531098,-3.722360805,-2.883810041,18.28885,18
Belgium,168,0,252,Offshore hard mount,0,2020,Eneco,51.7200,2.7400,684740532,8.45,50.38,28,0.740791812,-1.816437772,-4.792983897,111.874,20
Germany,169,1,252,Offshore hard mount,0,2017,Orsted ; German Pension Funds,54.0750,7.0070,678259596,8.613333333,41.14,32.01,1.711,1.241764545,2.716024519,63.95238,21
Romania,170,1,252,Onshore,0,2012,Macquarie Capital,44.6091,28.5670,342468000,6.1,N/A,N/A,3.337636948,6.9,1.903616968,35.37141,12
Germany,171,0,252,Offshore hard mount,1,2011,Windreich AG,54.7253,13.5701,671615154,7.993333333,10.11,36.09,2.075176716,3.075814486,3.757968866,77.84923,21
Finland,172,0,251.6,Onshore,0,2023,Fortum  ; Helen Oy,62.4727,21.3372,341924400,5.53,N/A,N/A,6.250643222,-1.180894007,-1.163962815,77.02499,20
Norway,173,0,250,Onshore,1,2014,RWE,64.2029,11.6797,339750000,5.076666667,N/A,N/A,2.041705608,1.291266203,2.048131999,29.66098,21
Ukraine,174,1,250,Onshore,1,2010,New Energy of Ukraine Alliance,49.4872,31.2718,339750000,5.93,N/A,N/A,9.329396248,8.850614548,4.092004367,40.62584,7
United Kingdom,175,0,250,Onshore,1,2008,Scottish and Southern Energy (SSE),60.3175,-1.1773,339750000,9.88,N/A,N/A,3.481384993,4.696794987,-0.248797298,50.82737,21
Norway,176,0,250,Offshore hard mount,1,2006,Lofotkraft Vind,68.3601,14.1645,660328541.7,7.496666667,1.55,41.21,2.329346657,6.118505955,2.461473134,52.58703,21
Sweden,177,0,249,Onshore,0,2020,Aquila Capital,61.0874,16.3927,338391000,4.22,N/A,N/A,0.497367319,-0.12742566,-2.005337504,40.31189,21
United Kingdom,178,0,249,Onshore,1,2008,Scottish and Southern Energy (SSE),60.3895,-1.2081,338391000,9.88,N/A,N/A,3.481384993,4.696794987,-0.248797298,50.82737,21
United Kingdom,179,1,240,Onshore,0,2023,Schroders PLC,55.3173,-4.2932,326160000,7.97,N/A,N/A,6.793967068,8.10650006,0.339966158,101.1471,18
United Kingdom,180,1,239,Onshore,0,2017,ScottishPower Renewables,54.9885,-4.8017,324801000,8.323333333,N/A,N/A,2.683,2.041315317,2.656504893,86.72315,19
Belgium,181,0,235,Offshore hard mount,0,2020,Eneco,51.6300,2.8600,630051175.8,8.063333333,37.39,24.57,0.740791812,-1.816437772,-4.792983897,111.874,20
Sweden,182,0,231,Onshore,0,2023,Foresight Group,61.7926,14.4778,313929000,4.24,N/A,N/A,8.548624897,-9.78123785,-0.310670185,36.37123,21
Norway,183,0,231,Onshore,1,2009,Lyse Produksjon AS,58.6657,5.8875,313929000,7.236666667,N/A,N/A,2.197387218,1.805326462,-1.940364695,42.54396,21
United Kingdom,184,0,228,Onshore,0,2018,Scottish and Southern Energy (SSE),57.1269,-4.5264,309852000,7.27,N/A,N/A,2.32,1.855871797,1.405190266,86.34547,19
United Kingdom,185,0,228,Onshore,0,2017,Vattenfall AB,51.6555,-3.6957,309852000,7.553333333,N/A,N/A,2.683,2.041315317,2.656504893,86.72315,19
Romania,186,1,226,Onshore,0,2013,Continental Wind Partners,46.9111,27.2408,307134000,5.446666667,N/A,N/A,3.991640568,4.1,0.278771877,37.78312,11
Norway,187,0,225,Onshore,1,2016,Fred Olsen Renewables AB,65.0782,12.9687,305775000,5.62,N/A,N/A,3.550003052,4.483703136,1.164724235,37.90699,21
Norway,188,0,225,Onshore,1,2011,Nord-Norsk Vindkraft AS,66.3474,12.5621,305775000,6.81,N/A,N/A,1.284952641,0.927414358,1.105656027,29.61085,21
Greece,189,0,220,Offshore hard mount,1,?,Jasper Energy Hellas,39.8804,19.4359,581113610,,1.59,236.14,,,,,
Belgium,190,0,219,Offshore hard mount,0,2020,Parkwind NV ; Sumitomo Corp,51.6860,2.7570,592822889.5,8.45,46.69,26.8,0.740791812,-1.816437772,-4.792983897,111.874,20
Spain,191,1,217,Onshore,0,2021,Repsol SA; other ; Pontegadea Inversiones SL,41.1940,-1.0470,294903000,6.01,N/A,N/A,3.093135,21.23588,6.683144185,115.5939,16
Belgium,192,0,216,Offshore hard mount,0,2013,Aspiravi,51.6190,2.9010,577517688,7.806666667,34.74,24.11,1.113096952,-0.614608407,0.305494479,105.4856,19
Romania,193,1,214,Onshore,0,2013,Iberdrola,45.9852,24.6859,290826000,4.063333333,N/A,N/A,3.991640568,4.1,0.278771877,37.78312,11
Sweden,194,0,213,Onshore,0,2013,Renewables Infrastructure Group LTD (TRIG),60.8296,16.3202,289467000,4.13,N/A,N/A,-0.044290561,5.775034904,1.137716498,40.3475,21
Netherlands,195,0,212,Offshore hard mount,1,2006,Evelop UK LTD,52.1962,3.1795,581415264.7,8.473333333,59.47,26.5,1.101507187,3.881190062,3.537375219,44.96037,21
Russia,196,0,210,Onshore,0,2021,JSC VetroOGK,44.7001,42.1252,285390000,5.506666667,N/A,N/A,6.694456,5.109167,5.614290376,16.397,12
United Kingdom,197,0,210,Offshore hard mount,0,2015,Orsted; Green Investment Group (GIG) ; Equitix LTD,53.0977,0.5615,549119200,7.71,13.6,9.2,0.40160796,1.249046922,2.222888449,87.86669,21
Czech Republic,198,0,210,Onshore,1,2004,DeWind CO,50.4635,13.4107,285390000,5.596666667,N/A,N/A,2.760115147,3.532473326,4.736339704,28.28873,17
Greece,199,0,209.1,Offshore hard mount,1,?,Terna Energy,39.9955,25.5252,555005069,,6.2,36.86,,,,,
Denmark,200,1,209,Offshore hard mount,0,2009,Energinet,55.6084,7.6114,555817630.5,8.886666667,29.61,13.08,1.304704785,1.954496026,-4.974479075,40.01018,21
Norway,201,0,208,Onshore,0,2020,other ; Engie; SUSI Partners AG,58.6633,6.7173,282672000,5.03,N/A,N/A,1.286584907,-3.487698987,-1.278171785,46.1091,21
Denmark,202,1,207,Offshore hard mount,0,2010,SEAS-NVE Energy Group,54.5265,11.6170,539016132,8.11,9.68,12.54,2.310928822,3.72913456,1.582897021,42.5416,21
Sweden,203,0,202,Onshore,0,2022,Stena Renewables Energy AB,57.1396,15.3177,274518000,4.34,N/A,N/A,8.369291,32.9286103,1.459288508,33.75297,21
Russia,204,0,201,Onshore,0,2022,Enel,69.0185,34.9722,273159000,6.03,N/A,N/A,11.53144091,6.655,-2.069711525,18.50951,2
Kosovo,205,0,201,Onshore,1,2021,KL Energy,42.4536,21.0164,273159000,4.023333333,N/A,N/A,3.355874894,0,10.74565608,21.58132,#N/A
Norway,206,0,200,Onshore,1,2019,Fitjar Kraftlag SA; Ostfold Energi; Vardar; Aquila Capital,59.9267,5.4153,271800000,5.216666667,N/A,N/A,2.167999983,0.128422707,1.123777874,40.55646,21
Sweden,207,0,200,Onshore,1,2017,Statkraft AS,63.5103,15.7851,271800000,4.01,N/A,N/A,1.867,6.730000019,1.825156015,41.10535,21
Norway,208,0,200,Offshore hard mount,1,2015,Siragrunnen AS,58.2554,6.3162,529454100,5.973333333,3.69,130.76,2.171136618,1.300126076,1.857339726,34.33425,21
Romania,209,1,200,Onshore,1,2014,Speranta & Succesul SA,45.9852,24.6859,271800000,4.016666667,N/A,N/A,1.070372581,2.3,4.116001093,39.13837,12
Norway,210,0,200,Onshore,1,2013,RWE,63.2063,10.7680,271800000,5.32,N/A,N/A,2.120480061,5.294428825,1.016190824,31.42718,21
Norway,211,0,200,Onshore,1,2013,Vindkraft Nord AS,64.6910,12.9459,271800000,5.503333333,N/A,N/A,2.120480061,5.294428825,1.016190824,31.42718,21
Latvia,212,0,200,Offshore hard mount,1,2012,Baltic Wind Park,56.8201,20.7710,537008066.7,8.346666667,17.26,40.72,2.257792234,6.818600655,7.305240455,36.65742,12
Norway,213,0,200,Onshore,1,2012,Grenselandet AS ; Finnmark Kraft AS,70.2473,26.4762,271800000,6.396666667,N/A,N/A,0.696865737,-1.873118162,2.717959267,30.90833,21
Ukraine,214,1,200,Onshore,1,2010,Krym-Eol LTD,49.4872,31.2718,271800000,5.93,N/A,N/A,9.329396248,8.850614548,4.092004367,40.62584,7
Norway,215,0,200,Onshore,1,2010,Sarepta Energi AS,64.2197,10.7456,271800000,4.98,N/A,N/A,2.418909788,5.216736317,0.787051845,42.9516,21
Norway,216,0,200,Onshore,1,2008,TronderEnergi Kraft AS,63.4039,9.4133,271800000,5.15,N/A,N/A,3.753922939,6.826536655,0.481919541,47.54502,21
Norway,217,0,200,Onshore,1,2008,Ulvig Kiaer AS,63.9998,10.9628,271800000,4.95,N/A,N/A,3.753922939,6.826536655,0.481919541,47.54502,21
Norway,218,0,200,Onshore,1,2007,Statkraft AS,63.6160,10.3837,271800000,4.896666667,N/A,N/A,0.712596357,-0.869917691,2.914039986,49.51508,21
Norway,219,0,197,Onshore,0,2021,Eviny,61.6948,5.0993,267723000,7.2,N/A,N/A,3.483881,44.51904,3.908686777,41.64119,21
Norway,220,0,197,Onshore,0,2019,Arzteversorgung Westfalen-Lippe,69.5733,18.2224,267723000,5.403333333,N/A,N/A,2.167999983,0.128422707,1.123777874,40.55646,21
Estonia,221,1,196,Offshore hard mount,1,2014,Baltic Blue Energy OU,58.6421,22.3450,509063482.7,7.54,7.28,14.07,-0.106180392,-1.426195145,3.322787536,10.45833,18
Netherlands,222,0,195,Onshore,0,2017,Community Owned,52.7037,5.5797,265005000,6.856666667,N/A,N/A,1.299,1.563019872,2.781546099,55.98573,21
Italy,223,0,195,Offshore hard mount,1,2010,TREVI Energy SPA,41.4923,16.0544,506623617.5,5.676666667,7.57,13.98,1.525517702,1.211658478,1.529105757,118.7371,17
Finland,224,0,188,Onshore,0,2022,WPD,64.3537,24.2552,255492000,5.18,N/A,N/A,7.123507,30.69680686,1.450048073,73.94323,20
Serbia,225,0,188,Onshore,1,2008,WBA Energy,44.1534,20.5514,255492000,4.095,N/A,N/A,12.38654041,#N/A,5.160892773,30.55627,9
Belgium,226,1,184,Offshore hard mount,0,2012,C-Power,51.5600,2.9700,487806110.7,7.9,26.63,21.98,2.839660883,3.730719805,0.215803673,104.8105,19
United Kingdom,227,1,183.6,Offshore hard mount,0,2012,Orsted,54.0807,-3.6090,484512505.2,8.556666667,22.26,24.94,2.564104319,2.724234581,1.508998374,84.4826,21
United Kingdom,228,1,183.6,Offshore hard mount,0,2011,Orsted,54.0394,-3.5158,482269127.4,8.14,17.87,21.39,3.884572744,2.714504004,1.138362347,81.42507,21
Bulgaria,229,0,182,Onshore,1,2012,DIV Wind; Long Man Wind Energy,43.4763,28.1332,247338000,5.973333333,N/A,N/A,2.953849792,7.370606422,0.748814897,22.79465,13
Norway,230,0,181,Onshore,0,2020,TronderEnergi Kraft AS ; Statkraft AS ; Nordic Wind Power DA,63.3611,9.5020,245979000,5.2,N/A,N/A,1.286584907,-3.487698987,-1.278171785,46.1091,21
Denmark,231,1,180,Offshore hard mount,0,2024,Vattenfall AB,56.6999,8.0446,468238740,8.64,8.74,20.51,3.305178112,-10.93382348,2.495184331,29.66258,21
Spain,232,0,180,Onshore,0,2022,Enel,41.1657,-1.0054,244620000,6.02,N/A,N/A,8.390576,29.4164652,6.179312226,109.4039,16
Ukraine,233,1,180,Onshore,1,2019,NOTUS Energy,49.4872,31.2718,244620000,6.003333333,N/A,N/A,7.886000156,5.909555435,3.199503862,50.61624,5
Norway,234,0,180,Onshore,1,2015,Aurora Vindkraft AS,70.5488,24.3606,244620000,6.84,N/A,N/A,2.171136618,1.300126076,1.857339726,34.33425,21
Norway,235,0,180,Onshore,1,2015,RWE,63.3849,12.0319,244620000,5.23,N/A,N/A,2.171136618,1.300126076,1.857339726,34.33425,21
United Kingdom,236,1,177,Onshore,0,2018,EDF,57.3509,-3.1317,240543000,7.786666667,N/A,N/A,2.32,1.855871797,1.405190266,86.34547,19
United Kingdom,237,1,174.9,Onshore,1,2018,EDF,57.3509,-3.1317,237689100,7.786666667,N/A,N/A,2.32,1.855871797,1.405190266,86.34547,19
United Kingdom,238,1,172.8,Onshore,0,2017,Scottish and Southern Energy (SSE),55.5041,-3.5479,234835200,7.53,N/A,N/A,2.683,2.041315317,2.656504893,86.72315,19
Denmark,239,1,170,Offshore hard mount,0,2024,Vattenfall AB,56.0329,8.0267,440223981.7,8.66,4.51,19.28,3.305178112,-10.93382348,2.495184331,29.66258,21
Norway,240,0,170,Onshore,1,2010,Statkraft AS,64.3139,10.8242,231030000,6.2,N/A,N/A,2.418909788,5.216736317,0.787051845,42.9516,21
Norway,241,0,168,Onshore,0,2017,Eviny,58.3461,6.3988,228312000,5.866666667,N/A,N/A,1.875,3.007102489,2.463746285,38.31382,21
Sweden,242,1,167,Onshore,0,2022,E.ON ; Credit Suisse Energy Infrastructure Partners (CSEIP),62.7681,17.2968,226953000,4.12,N/A,N/A,8.369291,32.9286103,1.459288508,33.75297,21
Denmark,243,1,166,Offshore hard mount,0,2003,E.ON ; Energi E2 AS ; Orsted,54.5254,11.7597,433173929,8.07,11.67,10.21,2.075077534,2.474958897,0.441090995,46.0814,21
Belgium,244,1,165,Offshore hard mount,0,2017,Parkwind NV ; Meewind ; Sumitomo Corp,51.6484,2.8349,443607147.5,7.746666667,40.07,25.07,2.224,3.741624117,1.474467657,102.0218,20
Belgium,245,1,165,Offshore hard mount,0,2010,Parkwind NV ; Meewind ; Sumitomo Corp,51.6484,2.8349,443607147.5,7.643333333,40.07,25.07,2.189296484,3.389388084,2.710311413,100.2732,20
Sweden,246,0,164,Onshore,0,2021,Prime Capital AG,63.8152,17.8839,222876000,4.173333333,N/A,N/A,2.163197,16.98293,5.937508573,36.83366,21
Ukraine,247,1,164,Onshore,1,2019,Vindkraft Kalanchak LLC,49.4872,31.2718,222876000,6.003333333,N/A,N/A,7.886000156,5.909555435,3.199503862,50.61624,5
Sweden,248,0,163,Onshore,0,2019,Aquila Capital,62.7222,16.4616,221517000,4.116666667,N/A,N/A,1.639000058,2.917844857,2.549647853,35.69584,21
Greece,249,0,162,Offshore hard mount,1,?,Hellenic Technodomiki Wind SA,39.7563,19.5774,427726062,,1.18,57.8,,,,,
Spain,250,0,162,Offshore floating,1,2017,Abei Energy,36.181954,-6.15804,626049000,6.21,9.51,25.56,1.956,3.930671692,2.896042081,101.1442,14
Bulgaria,251,0,162,Onshore,1,2010,SRS Bulgaria EOOD; Windfarm Holding; Winvest,43.7001,28.0362,220158000,5.873333333,N/A,N/A,2.443273544,0.482104659,1.555359635,22.1016,13
Russia,252,0,160,Onshore,0,2023,JSC VetroOGK,44.7080,42.0848,217440000,5.7,N/A,N/A,5.859,0,3.6,19.5459,2
Norway,253,0,160,Onshore,1,2016,Fred Olsen Renewables AB,58.8255,6.3404,217440000,5.973333333,N/A,N/A,3.550003052,4.483703136,1.164724235,37.90699,21
Poland,254,0,160,Onshore,1,2012,Continental Wind Partners,52.4490,16.4055,217440000,6.413333333,N/A,N/A,3.560366631,5.809867859,1.511781676,54.78408,15
Norway,255,0,160,Onshore,1,2006,Prime Capital AG,69.2063,16.0384,217440000,5.88,N/A,N/A,2.329346657,6.118505955,2.461473134,52.58703,21
Norway,256,0,160,Onshore,1,2005,Finnmark Kraft AS,70.7971,24.4074,217440000,8.073333333,N/A,N/A,1.532136202,1.71416235,2.685122891,42.32659,21
Denmark,257,1,160,Offshore hard mount,0,2002,Vattenfall AB ; Orsted,55.4691,7.8847,419249386.7,8.236666667,15.56,12.65,2.424431324,2.88997817,0.456529991,49.03895,21
Serbia,258,1,158,Onshore,0,2019,Masdar,44.9427,20.9334,214722000,5.273333333,N/A,N/A,1.850000024,#N/A,4.750207939,51.71076,11
Finland,259,1,157,Onshore,0,2021,Glennmont Partners,64.1452,26.7515,213363000,4.543333333,N/A,N/A,2.194574,9.620338,2.734713486,73.13908,20
Croatia,260,0,156,Onshore,0,2021,Norinco International CORP LTD,45.0367,15.0256,212004000,4.643333333,N/A,N/A,2.554506996,8.8,12.63170033,77.53254,11
Bulgaria,261,0,156,Onshore,0,2010,AES Corp,43.3855,28.4470,212004000,6.163333333,N/A,N/A,2.443273544,0.482104659,1.555359635,22.1016,13
Sweden,262,0,155,Onshore,0,2021,Stena Renewables Energy AB,57.1228,16.3040,210645000,4.86,N/A,N/A,2.163197,16.98293,5.937508573,36.83366,21
Norway,263,0,155,Onshore,0,2020,Luxcara GMBH,58.5924,5.8895,210645000,7.336666667,N/A,N/A,1.286584907,-3.487698987,-1.278171785,46.1091,21
Germany,264,0,155,Offshore hard mount,1,2012,50Hertz Offshore GMBH; BEC Energie Consult GMBH,54.6630,14.0167,410009022.5,8.01,24.51,24.26,2.008486986,2.23366785,0.474291306,79.15729,21
Sweden,265,0,154.8,Onshore,0,2021,Vattenfall AB ; Vestas; AIP Management P/S,64.2342,18.4842,210373200,4.176666667,N/A,N/A,2.163197,16.98293,5.937508573,36.83366,21
Netherlands,266,0,153,Offshore hard mount,1,2006,NUON,52.5431,3.8564,414300208.5,8.593333333,47.01,22.29,1.101507187,3.881190062,3.537375219,44.96037,21
Finland,267,1,151,Onshore,0,2021,Gigawatti Oy,65.7072,25.0189,205209000,5.36,N/A,N/A,2.194574,9.620338,2.734713486,73.13908,20
Sweden,268,1,151,Onshore,0,2020,CapMan Infra; Red Rock Power LTD,62.5161,15.0714,205209000,4.203333333,N/A,N/A,0.497367319,-0.12742566,-2.005337504,40.31189,21
Greece,269,0,150,Offshore hard mount,1,?,Argos Aiolos Single Member SA,38.0701,24.5846,395595925,,0.11,232.71,,,,,
Norway,270,0,150,Onshore,1,2019,TronderEnergi Kraft AS,63.1882,10.5186,203850000,5.366666667,N/A,N/A,2.167999983,0.128422707,1.123777874,40.55646,21
Norway,271,0,150,Onshore,1,2013,Zephyr AS,61.0391,5.2197,203850000,6.45,N/A,N/A,2.120480061,5.294428825,1.016190824,31.42718,21
Bulgaria,272,0,150,Onshore,1,2013,Windpark Dobrudzha DOO; PNE AG,43.2176,27.9206,203850000,5.93,N/A,N/A,0.888959408,-0.589852452,-0.542751603,23.60308,13
Norway,273,0,150,Onshore,1,2012,Statkraft AS,58.6256,5.9262,203850000,7.516666667,N/A,N/A,0.696865737,-1.873118162,2.717959267,30.90833,21
Romania,274,1,150,Onshore,0,2012,Monsson; Continental Wind Partners,46.9111,27.2408,203850000,5.473333333,N/A,N/A,3.337636948,6.9,1.903616968,35.37141,12
United Kingdom,275,0,150,Offshore hard mount,0,2012,Vattenfall AB,54.0889,-3.4386,391242700,8.556666667,11.24,18.81,2.564104319,2.724234581,1.508998374,84.4826,21
Bulgaria,276,0,150,Onshore,1,2009,Dei Energy; Mitsubishi Corporation Energy Solutions LTD,42.6818,26.3154,203850000,4.62,N/A,N/A,2.747324228,6.450785637,-3.347141367,21.28618,13
Netherlands,277,1,150,Onshore,0,2009,RWE,53.4474,6.8420,203850000,8.29,N/A,N/A,1.189783454,1.801511645,-3.665290445,56.28978,21
Serbia,278,1,150,Onshore,1,2008,VPBC Vetar,44.9027,21.4244,203850000,5.2,N/A,N/A,12.38654041,#N/A,5.160892773,30.55627,9
Norway,279,0,150,Onshore,1,2006,Statkraft AS,63.5335,9.7880,203850000,4.78,N/A,N/A,2.329346657,6.118505955,2.461473134,52.58703,21
Norway,280,0,150,Onshore,1,2006,Vindkraft Nord AS,64.8017,13.5058,203850000,5.963333333,N/A,N/A,2.329346657,6.118505955,2.461473134,52.58703,21
Denmark,281,0,150,Offshore hard mount,1,2000,European Energy A/S,55.0770,11.1393,389476675,7.963333333,7.01,10.88,2.903283119,10.39999962,3.724008976,52.39094,21
Sweden,282,0,148,Onshore,0,2018,Aquila Capital,67.1625,22.0047,201132000,4.073333333,N/A,N/A,1.95,3.724690449,1.902964588,39.4871,21
Norway,283,0,147,Onshore,1,2012,Nord-Norsk Vindkraft AS,66.6131,13.4370,199773000,6.096666667,N/A,N/A,0.696865737,-1.873118162,2.717959267,30.90833,21
Sweden,284,0,146.4,Onshore,0,2023,Renewable Power Capital,62.4516,16.1471,198957600,4.12,N/A,N/A,8.548624897,-9.78123785,-0.310670185,36.37123,21
Poland,285,0,145,Onshore,0,2022,Mirova; Spanish Capital Group Uriel,53.8987,16.8377,197055000,6.875,N/A,N/A,14.3,29.09904934,5.255456974,49.1991,15
Spain,286,0,144,Onshore,1,2021,Capital Energy,42.5624,-6.6033,195696000,3.933333333,N/A,N/A,3.093135,21.23588,6.683144185,115.5939,16
Estonia,287,0,144,Offshore hard mount,1,2020,Sunly Energy,58.9501,21.7701,386008536,8.516666667,15.67,43.89,-0.444531098,-3.722360805,-2.883810041,18.28885,18
